log_id,timestamp,student_id,job_id,model_version,rank_position,offline_score,served_score,skew,feat_skill_score,feat_skill_gap,feat_verified_skills,feat_years_exp,college_tier,region,defect_probability,is_predicted_defect,estimated_user_impact,clicked,applied,defect_category,defect_rank
L001820,2026-04-22T05:00:00,S0023,J016,v1.2,3,0.6935,0.7716,0.0781,3.449,1.01,2,1.9,3,semi_urban,0.8607,1,0.4976,0,0,false_positive,781
L003699,2026-06-12T12:00:00,S0288,J003,v1.2,4,0.8916,1.0,0.1448,3.732,1.76,7,1.0,2,urban,0.896,1,0.4976,0,0,false_positive,782
L003438,2026-04-13T17:00:00,S0216,J003,v1.0,2,0.7812,0.7812,0.0,3.31,1.41,8,2.5,1,urban,0.7884,1,0.4975,0,0,false_positive,783
L001935,2026-04-21T05:00:00,S0149,J020,v1.2,4,0.6442,0.7496,0.1055,3.283,0.93,5,0.7,1,semi_urban,0.9539,1,0.4975,0,0,false_positive,784
L005062,2026-06-12T06:00:00,S0137,J049,v1.2,4,0.7077,0.804,0.0964,2.878,0.93,4,1.2,2,semi_urban,0.9681,1,0.4973,0,0,false_positive,785
L004037,2026-06-14T20:00:00,S0042,J048,v1.2,4,0.6561,0.7698,0.1138,4.217,0.86,7,0.6,3,rural,0.9404,1,0.4972,0,0,false_positive,786
L004360,2026-05-27T18:00:00,S0249,J007,v1.2,4,0.6913,0.7873,0.096,3.068,0.82,8,1.8,2,urban,0.9675,1,0.4967,0,0,false_positive,787
L007191,2026-05-23T23:00:00,S0207,J049,v1.2,3,0.6462,0.7342,0.0881,3.054,1.11,5,0.6,2,rural,0.8441,1,0.4964,0,0,false_positive,788
L001376,2026-06-06T00:00:00,S0090,J035,v1.2,2,0.5838,0.7013,0.1175,3.449,0.59,2,1.6,1,semi_urban,0.6368,1,0.4962,1,0,skew_induced,789
L002846,2026-05-05T18:00:00,S0172,J005,v1.0,2,0.3472,0.3472,0.0,2.29,-1.21,5,0.5,2,urban,0.785,1,0.4953,1,0,false_negative,790
L007801,2026-06-04T23:00:00,S0219,J049,v1.2,3,0.856,0.9484,0.0925,3.846,1.9,2,1.1,2,rural,0.8352,1,0.4949,1,0,skew_induced,791
L007950,2026-06-17T10:00:00,S0046,J042,v1.1,3,0.5898,0.7147,0.1249,2.562,0.3,7,1.3,2,rural,0.7919,1,0.4948,0,0,false_positive,792
L006723,2026-06-19T05:00:00,S0032,J007,v1.1,4,0.7309,0.867,0.136,3.498,1.23,2,1.6,2,semi_urban,0.9033,1,0.4948,0,0,false_positive,793
L000615,2026-05-11T15:00:00,S0263,J023,v1.1,3,0.8844,0.9396,0.0553,4.548,2.02,2,1.5,1,semi_urban,0.8899,1,0.4941,1,1,skew_induced,794
L000997,2026-05-18T05:00:00,S0050,J002,v1.2,2,0.6336,0.7705,0.1369,4.158,0.89,2,0.8,1,semi_urban,0.6146,1,0.494,0,0,false_positive,795
L007876,2026-04-12T10:00:00,S0176,J012,v1.2,4,0.6859,0.779,0.0932,4.687,1.34,7,0.4,2,urban,0.9668,1,0.494,0,0,false_positive,796
L003445,2026-04-06T18:00:00,S0087,J006,v1.1,4,0.7785,0.8955,0.117,2.988,1.23,3,1.3,2,rural,0.9296,1,0.494,0,0,false_positive,797
L001183,2026-04-02T23:00:00,S0069,J036,v1.2,4,0.6874,0.8061,0.1187,3.549,0.79,4,1.6,2,rural,0.9267,1,0.4939,0,0,false_positive,798
L003973,2026-04-02T00:00:00,S0075,J001,v1.2,2,0.6577,0.7218,0.0641,4.362,0.63,6,2.5,2,urban,0.6934,1,0.4935,0,0,false_positive,799
L006022,2026-06-07T23:00:00,S0050,J016,v1.2,3,0.7527,0.8179,0.0653,4.123,1.69,2,0.8,1,semi_urban,0.8731,1,0.4935,1,0,skew_induced,800
L005803,2026-05-10T18:00:00,S0275,J004,v1.1,3,0.6651,0.7106,0.0455,3.753,0.83,3,0.7,2,semi_urban,0.9046,1,0.4935,0,0,false_positive,801
L003174,2026-05-12T09:00:00,S0140,J016,v1.2,3,0.6414,0.7612,0.1198,3.61,1.15,6,0.7,2,rural,0.7954,1,0.493,0,0,false_positive,802
L001364,2026-04-15T14:00:00,S0118,J031,v1.0,2,0.3516,0.3516,0.0,2.37,-0.93,4,0.0,2,urban,0.7813,1,0.493,1,0,false_negative,803
L007424,2026-04-17T10:00:00,S0062,J043,v1.0,2,0.3533,0.3533,0.0,3.42,-0.48,4,0.4,2,urban,0.7813,1,0.493,0,0,none,804
L001734,2026-04-06T07:00:00,S0167,J006,v1.2,2,0.8051,0.935,0.1299,3.145,1.38,7,2.3,3,rural,0.6201,1,0.4929,1,0,skew_induced,805
L007552,2026-06-01T23:00:00,S0244,J034,v1.2,4,0.6659,0.7746,0.1087,4.204,1.45,3,2.0,2,urban,0.9398,1,0.4927,0,0,false_positive,806
L003583,2026-04-13T20:00:00,S0073,J008,v1.2,3,0.6566,0.7266,0.0699,4.515,0.88,3,1.9,1,urban,0.8645,1,0.4927,0,0,false_positive,807
L006149,2026-05-07T16:00:00,S0075,J016,v1.1,3,0.8864,0.9415,0.055,4.358,1.93,6,2.5,2,urban,0.8872,1,0.4924,1,0,skew_induced,808
L000159,2026-05-21T11:00:00,S0193,J010,v1.1,5,0.6993,0.8494,0.1501,4.455,1.08,4,0.0,3,urban,0.9788,1,0.4923,0,0,false_positive,809
L001225,2026-05-18T16:00:00,S0197,J038,v1.2,3,0.7454,0.8182,0.0728,3.046,1.21,4,2.5,3,semi_urban,0.8595,1,0.4923,1,0,skew_induced,810
L002596,2026-04-11T02:00:00,S0038,J025,v1.0,2,0.3474,0.3474,0.0,1.97,-0.93,4,1.1,1,urban,0.78,1,0.4921,0,0,none,811
L002479,2026-06-03T18:00:00,S0272,J021,v1.0,2,0.3452,0.3452,0.0,3.78,-0.82,8,0.2,1,urban,0.78,1,0.4921,0,0,none,812
L002828,2026-04-10T09:00:00,S0228,J025,v1.2,5,0.7338,0.8811,0.1473,3.954,0.98,5,0.9,2,semi_urban,0.9822,1,0.4919,0,0,false_positive,813
L000301,2026-05-02T18:00:00,S0000,J037,v1.2,4,0.6949,0.8167,0.1218,4.061,0.4,2,0.0,3,semi_urban,0.9179,1,0.4916,0,0,false_positive,814
L002884,2026-05-26T06:00:00,S0066,J032,v1.1,4,0.6391,0.7485,0.1093,3.195,0.44,6,1.0,2,semi_urban,0.9366,1,0.4915,1,0,skew_induced,815
L005751,2026-04-19T15:00:00,S0184,J019,v1.2,3,0.698,0.7706,0.0726,3.546,0.91,4,3.3,3,urban,0.858,1,0.4913,1,0,skew_induced,816
L005135,2026-04-15T06:00:00,S0232,J032,v1.1,4,0.5982,0.7103,0.112,3.226,0.47,3,2.1,3,urban,0.9308,1,0.4907,0,0,false_positive,817
L007212,2026-06-08T00:00:00,S0214,J000,v1.2,3,0.2911,0.3808,0.0897,2.045,-1.2,2,2.0,3,urban,0.8312,1,0.4902,1,0,false_negative,818
L005165,2026-06-21T09:00:00,S0251,J002,v1.2,3,0.6929,0.7664,0.0735,4.007,0.77,4,1.5,3,urban,0.8544,1,0.49,1,0,skew_induced,819
L006218,2026-04-30T07:00:00,S0275,J003,v1.2,4,0.8397,0.9465,0.1069,3.783,1.83,3,0.7,2,semi_urban,0.9372,1,0.4899,0,0,false_positive,820
L001489,2026-06-15T09:00:00,S0007,J046,v1.2,2,0.7987,0.8953,0.0966,3.618,1.67,8,1.7,3,semi_urban,0.6505,1,0.4897,1,0,skew_induced,821
L001805,2026-04-13T23:00:00,S0007,J016,v1.2,3,0.7345,0.8054,0.0709,3.605,1.17,8,1.7,3,semi_urban,0.8575,1,0.4896,0,0,false_positive,822
L007307,2026-04-24T00:00:00,S0279,J038,v1.1,3,0.75,0.8292,0.0791,3.31,1.47,8,2.1,3,urban,0.8447,1,0.4892,0,0,false_positive,823
L005899,2026-04-13T21:00:00,S0008,J002,v1.2,3,0.6973,0.7743,0.077,4.638,1.4,2,1.1,1,urban,0.8466,1,0.4885,0,0,false_positive,824
L005490,2026-05-13T12:00:00,S0133,J038,v1.2,4,0.6555,0.7682,0.1126,3.046,1.19,6,2.7,2,rural,0.9252,1,0.4882,1,0,skew_induced,825
L001882,2026-05-19T09:00:00,S0233,J016,v1.2,3,0.6288,0.7153,0.0864,2.883,0.44,4,1.5,2,semi_urban,0.8325,1,0.4882,0,0,false_positive,826
L001569,2026-06-20T07:00:00,S0117,J047,v1.1,1,0.2316,0.3334,0.1018,2.391,-1.26,3,0.0,3,semi_urban,0.4056,1,0.4882,0,0,skew_induced,827
L004901,2026-04-01T13:00:00,S0205,J010,v1.2,1,0.6826,0.7698,0.0872,4.484,1.14,6,2.0,1,semi_urban,0.4157,1,0.4882,1,0,skew_induced,828
L005342,2026-04-06T23:00:00,S0169,J038,v1.2,3,0.9855,1.0,0.1628,4.521,2.64,3,2.1,3,semi_urban,0.7356,1,0.4875,1,0,skew_induced,829
L003452,2026-05-04T06:00:00,S0109,J038,v1.0,3,0.8825,0.8825,0.0,3.63,1.83,2,2.6,3,rural,0.9747,1,0.4873,0,0,false_positive,830
L004444,2026-05-30T17:00:00,S0235,J035,v1.2,5,0.656,0.8039,0.1479,3.274,0.4,8,1.1,3,urban,0.9716,1,0.4871,0,0,false_positive,831
L003782,2026-04-08T01:00:00,S0182,J032,v1.1,4,0.6871,0.8142,0.127,3.414,0.65,8,0.9,2,semi_urban,0.9005,1,0.4863,1,0,skew_induced,832
L007336,2026-06-11T23:00:00,S0262,J028,v1.1,3,0.6589,0.7805,0.1216,2.791,0.63,7,0.4,2,rural,0.7809,1,0.4854,0,0,false_positive,833
L007272,2026-04-20T00:00:00,S0034,J034,v1.1,1,0.6717,0.7495,0.0778,3.229,0.49,5,1.6,2,urban,0.42,1,0.4853,1,0,skew_induced,834
L002314,2026-05-18T13:00:00,S0200,J015,v1.2,4,0.5978,0.7027,0.1048,3.372,0.42,7,0.8,3,semi_urban,0.9313,1,0.4851,0,0,false_positive,835
L006251,2026-05-08T11:00:00,S0183,J049,v1.0,3,0.813,0.813,0.0,4.0,2.1,2,0.8,2,urban,0.9698,1,0.4849,0,0,false_positive,836
L004975,2026-06-09T13:00:00,S0270,J049,v1.0,3,0.8119,0.8119,0.0,3.68,1.78,4,1.7,1,urban,0.9698,1,0.4849,1,0,none,837
L001700,2026-06-15T09:00:00,S0015,J034,v1.0,3,0.8262,0.8262,0.0,4.46,1.76,2,2.0,1,urban,0.9698,1,0.4849,1,0,none,838
L007661,2026-04-28T05:00:00,S0227,J041,v1.2,3,0.6749,0.7483,0.0734,4.067,0.73,8,2.7,2,rural,0.8457,1,0.4849,0,0,false_positive,839
L004083,2026-06-01T22:00:00,S0205,J011,v1.1,3,0.6127,0.7586,0.1459,4.513,0.14,6,2.0,1,semi_urban,0.7505,1,0.4848,1,0,skew_induced,840
L001575,2026-06-01T08:00:00,S0160,J006,v1.2,1,0.8737,0.999,0.1253,3.713,1.95,2,1.5,1,semi_urban,0.3872,1,0.4843,1,0,skew_induced,841
L007757,2026-04-29T06:00:00,S0244,J025,v1.2,3,0.7318,0.802,0.0702,4.185,1.25,3,2.0,2,urban,0.8493,1,0.4842,1,1,skew_induced,842
L007797,2026-04-12T13:00:00,S0011,J003,v1.1,3,0.7359,0.7903,0.0544,3.217,1.29,8,1.5,3,urban,0.8731,1,0.4841,0,0,false_positive,843
L007180,2026-04-12T12:00:00,S0269,J020,v1.2,4,0.9362,1.0,0.1181,5.059,2.7,6,0.0,1,semi_urban,0.909,1,0.484,0,0,false_positive,844
L005136,2026-04-24T08:00:00,S0193,J001,v1.1,4,0.6497,0.7545,0.1048,4.432,0.68,4,0.0,3,urban,0.9276,1,0.4832,0,0,false_positive,845
L002183,2026-05-17T19:00:00,S0240,J023,v1.2,4,0.6432,0.7408,0.0976,3.249,0.7,4,1.5,3,rural,0.9383,1,0.483,0,0,false_positive,846
L005140,2026-05-24T10:00:00,S0238,J003,v1.2,3,0.6943,0.7706,0.0764,3.288,1.35,7,2.1,1,urban,0.838,1,0.483,0,0,false_positive,847
L002412,2026-06-18T12:00:00,S0169,J039,v1.1,4,0.7452,0.8423,0.0972,4.489,0.84,3,2.1,3,semi_urban,0.9388,1,0.4829,0,0,false_positive,848
L002811,2026-06-01T13:00:00,S0106,J037,v1.0,2,0.3902,0.3902,0.0,2.58,-1.02,4,0.8,2,urban,0.7652,1,0.4828,0,0,none,849
L004289,2026-04-04T09:00:00,S0250,J024,v1.0,2,0.387,0.387,0.0,2.91,-0.69,4,1.0,2,urban,0.7652,1,0.4828,1,0,false_negative,850
L004238,2026-06-28T10:00:00,S0077,J027,v1.0,2,0.3787,0.3787,0.0,3.47,0.07,7,2.0,2,urban,0.7652,1,0.4828,0,0,none,851
L000330,2026-04-26T17:00:00,S0123,J007,v1.0,3,0.883,0.883,0.0,3.89,1.69,3,1.2,2,urban,0.9651,1,0.4825,1,0,none,852
L001176,2026-06-09T08:00:00,S0062,J026,v1.2,3,0.6737,0.7458,0.0721,3.456,0.62,4,0.4,2,urban,0.8431,1,0.4823,0,0,false_positive,853
L002388,2026-06-11T12:00:00,S0227,J040,v1.2,4,0.8089,1.0,0.2045,4.132,1.33,8,2.7,2,rural,0.7943,1,0.482,0,0,false_positive,854
L007524,2026-06-04T03:00:00,S0208,J049,v1.2,5,0.7755,0.9287,0.1531,3.277,1.3,6,0.6,1,urban,0.9535,1,0.4818,1,0,skew_induced,855
L003257,2026-06-16T22:00:00,S0155,J003,v1.1,1,0.8351,0.8441,0.009,3.445,1.54,4,1.8,2,urban,0.4733,1,0.4818,1,0,none,856
L007685,2026-05-07T06:00:00,S0183,J027,v1.2,4,0.6096,0.7119,0.1023,4.051,0.6,2,0.8,2,urban,0.928,1,0.4815,0,0,false_positive,857
L003819,2026-04-12T02:00:00,S0043,J006,v1.1,3,0.6476,0.7334,0.0858,2.693,0.95,4,1.9,2,semi_urban,0.8219,1,0.4815,0,0,false_positive,858
L005734,2026-05-31T08:00:00,S0043,J006,v1.1,4,0.7154,0.7972,0.0818,2.691,0.95,4,1.9,2,semi_urban,0.9609,1,0.4815,0,0,false_positive,859
L004400,2026-05-08T20:00:00,S0229,J003,v1.2,3,0.6894,0.7653,0.0759,2.928,0.99,5,1.7,1,urban,0.8361,1,0.4815,0,0,false_positive,860
L003225,2026-05-25T20:00:00,S0015,J041,v1.2,2,0.6779,0.7532,0.0753,4.498,1.16,2,2.0,1,urban,0.6633,1,0.4815,1,0,skew_induced,861
L000823,2026-06-22T23:00:00,S0256,J028,v1.1,4,0.6773,0.7679,0.0906,2.745,0.6,6,2.5,3,urban,0.9452,1,0.4808,0,0,false_positive,862
L006892,2026-04-26T02:00:00,S0265,J012,v1.1,4,0.7391,0.8355,0.0963,4.448,1.1,6,2.2,1,semi_urban,0.9357,1,0.4806,0,0,false_positive,863
L006936,2026-04-06T07:00:00,S0228,J019,v1.2,2,0.6495,0.725,0.0755,3.918,1.28,5,0.9,2,semi_urban,0.6617,1,0.4805,0,0,false_positive,864
L000614,2026-04-05T00:00:00,S0042,J017,v1.2,4,0.667,0.779,0.1119,4.216,0.86,7,0.6,3,rural,0.9114,1,0.4804,1,0,skew_induced,865
L000236,2026-06-18T02:00:00,S0042,J021,v1.1,2,0.325,0.3672,0.0422,4.181,-0.44,7,0.6,3,rural,0.7017,1,0.4801,1,0,false_negative,866
L006796,2026-04-09T14:00:00,S0169,J000,v1.1,4,0.779,0.8966,0.1176,4.499,1.24,3,2.1,3,semi_urban,0.9023,1,0.48,1,0,skew_induced,867
L000898,2026-04-18T04:00:00,S0228,J014,v1.0,2,0.3413,0.3413,0.0,3.88,-1.02,5,0.9,2,semi_urban,0.7596,1,0.4792,0,0,none,868
L000686,2026-06-17T03:00:00,S0043,J027,v1.0,2,0.3465,0.3465,0.0,2.65,-0.75,4,1.9,2,semi_urban,0.7596,1,0.4792,0,0,none,869
L007778,2026-06-13T22:00:00,S0061,J043,v1.0,1,0.3233,0.3233,0.0,3.46,-0.44,2,1.2,2,urban,0.4788,1,0.4788,0,0,none,870
L003919,2026-04-03T02:00:00,S0203,J033,v1.2,5,0.6265,0.7763,0.1499,3.035,0.36,6,1.0,1,semi_urban,0.9519,1,0.4787,0,0,false_positive,871
L004962,2026-04-28T04:00:00,S0153,J046,v1.2,3,0.7608,0.808,0.0473,3.384,1.46,8,1.6,2,urban,0.8747,1,0.4787,0,0,false_positive,872
L005880,2026-04-10T21:00:00,S0075,J025,v1.2,3,0.7363,0.8674,0.1311,4.396,1.43,6,2.5,2,urban,0.7585,1,0.4787,1,0,skew_induced,873
L001115,2026-04-17T17:00:00,S0105,J035,v1.2,3,0.7282,0.7852,0.057,4.028,1.2,5,0.0,3,rural,0.8592,1,0.4786,1,0,skew_induced,874
L003377,2026-06-11T13:00:00,S0081,J038,v1.0,3,0.9419,0.9419,0.0,3.97,2.17,4,2.1,2,rural,0.9567,1,0.4784,0,0,false_positive,875
L006958,2026-06-01T22:00:00,S0205,J003,v1.0,3,0.9503,0.9503,0.0,4.44,2.54,6,2.0,1,semi_urban,0.9567,1,0.4784,1,0,none,876
L002614,2026-04-03T09:00:00,S0015,J002,v1.2,3,0.6856,0.7319,0.0463,4.483,1.26,2,2.0,1,urban,0.8745,1,0.4778,1,0,none,877
L002096,2026-06-18T09:00:00,S0193,J015,v1.2,1,0.7623,0.801,0.0387,4.399,1.48,4,0.0,3,urban,0.4432,1,0.4776,1,1,none,878
L006220,2026-06-07T19:00:00,S0160,J032,v1.2,5,0.6606,0.8041,0.1435,3.722,0.95,2,1.5,1,semi_urban,0.9586,1,0.4773,0,0,false_positive,879
L001338,2026-06-07T15:00:00,S0244,J007,v1.1,2,0.8482,0.9437,0.0955,4.198,1.95,3,2.0,2,urban,0.6349,1,0.4771,1,1,skew_induced,880
L005943,2026-05-31T01:00:00,S0228,J046,v1.0,3,0.8598,0.8598,0.0,3.88,1.98,5,0.9,2,semi_urban,0.9539,1,0.477,0,0,false_positive,881
L006517,2026-04-08T23:00:00,S0064,J016,v1.1,4,0.7738,0.8967,0.1229,3.621,1.16,3,2.0,2,semi_urban,0.889,1,0.477,0,0,false_positive,882
L004126,2026-04-06T11:00:00,S0015,J013,v1.2,4,0.657,0.7553,0.0983,4.509,0.96,2,2.0,1,urban,0.9256,1,0.477,0,0,false_positive,883
L004746,2026-05-10T10:00:00,S0015,J016,v1.1,3,0.8985,0.93,0.0315,4.476,2.06,2,2.0,1,urban,0.8964,1,0.4764,1,0,none,884
L006843,2026-06-02T17:00:00,S0134,J003,v1.2,3,0.7622,0.8066,0.0445,3.582,1.66,2,0.0,2,urban,0.8747,1,0.4763,0,0,false_positive,885
L001281,2026-05-09T01:00:00,S0166,J041,v1.0,2,0.0925,0.0925,0.0,1.51,-1.79,6,2.7,3,semi_urban,0.7548,1,0.4762,0,0,none,886
L005291,2026-05-19T23:00:00,S0250,J042,v1.2,4,0.6581,0.7587,0.1006,2.96,0.71,4,1.0,2,urban,0.9204,1,0.4762,1,1,skew_induced,887
L000604,2026-05-26T19:00:00,S0277,J020,v1.1,2,0.6496,0.7297,0.0802,3.26,0.92,7,0.0,2,semi_urban,0.6501,1,0.476,1,1,skew_induced,888
L005482,2026-06-13T03:00:00,S0045,J042,v1.1,5,0.7187,0.8412,0.1225,3.281,1.02,4,1.4,3,semi_urban,0.9876,1,0.4757,0,0,false_positive,889
L002250,2026-04-05T06:00:00,S0170,J032,v1.1,3,0.6615,0.744,0.0825,3.451,0.71,3,3.0,2,urban,0.8166,1,0.4757,0,0,false_positive,890
L002438,2026-04-25T23:00:00,S0000,J020,v1.1,3,0.8046,0.8755,0.0708,4.035,1.7,2,0.0,3,semi_urban,0.833,1,0.4755,1,0,skew_induced,891
L006237,2026-05-14T00:00:00,S0274,J006,v1.2,4,0.6395,0.7382,0.0987,2.659,0.91,7,0.6,2,rural,0.9216,1,0.4753,0,0,false_positive,892
L003206,2026-06-25T15:00:00,S0113,J040,v1.2,4,0.6504,0.7507,0.1003,3.3,0.55,5,1.5,2,rural,0.9193,1,0.4753,0,0,false_positive,893
L003059,2026-04-11T11:00:00,S0110,J015,v1.1,5,0.7276,0.8498,0.1223,4.261,1.3,3,1.4,2,semi_urban,0.9865,1,0.475,0,0,false_positive,894
L004324,2026-04-14T20:00:00,S0137,J039,v1.0,1,0.311,0.311,0.0,2.83,-0.77,4,1.2,2,semi_urban,0.4748,1,0.4748,0,0,none,895
L001859,2026-05-31T12:00:00,S0026,J013,v1.0,1,0.3204,0.3204,0.0,2.5,-1.0,7,0.5,2,rural,0.4748,1,0.4748,0,0,none,896
L002278,2026-04-11T21:00:00,S0067,J043,v1.0,1,0.3154,0.3154,0.0,2.73,-1.17,3,1.5,2,semi_urban,0.4748,1,0.4748,0,0,none,897
L002552,2026-05-02T06:00:00,S0220,J018,v1.2,2,0.6914,0.7517,0.0603,3.88,0.55,8,2.3,2,rural,0.6713,1,0.4746,1,0,skew_induced,898
L007971,2026-06-15T04:00:00,S0007,J003,v1.0,3,0.8418,0.8418,0.0,3.57,1.67,8,1.7,3,semi_urban,0.9486,1,0.4743,0,0,false_positive,899
L004476,2026-05-05T22:00:00,S0159,J046,v1.2,3,0.7985,0.878,0.0795,3.66,1.72,4,2.0,3,semi_urban,0.8184,1,0.4742,0,0,false_positive,900
L001675,2026-05-24T19:00:00,S0064,J007,v1.0,2,0.7906,0.7906,0.0,3.56,1.36,3,2.0,2,semi_urban,0.7516,1,0.4742,1,0,none,901
L004207,2026-04-01T20:00:00,S0095,J010,v1.0,2,0.3715,0.3715,0.0,2.43,-0.87,7,0.7,2,urban,0.7513,1,0.474,0,0,none,902
L006697,2026-04-19T16:00:00,S0222,J024,v1.0,2,0.3743,0.3743,0.0,3.03,-0.57,4,1.2,2,urban,0.7513,1,0.474,0,0,none,903
L002136,2026-06-04T11:00:00,S0210,J028,v1.2,4,0.6059,0.7007,0.0948,2.887,0.74,5,1.8,2,urban,0.9246,1,0.4737,0,0,false_positive,904
L003702,2026-04-02T12:00:00,S0232,J028,v1.2,3,0.738,0.8127,0.0746,3.207,1.07,3,2.1,3,urban,0.8242,1,0.4736,0,0,false_positive,905
L004660,2026-06-13T22:00:00,S0228,J028,v1.1,3,0.7748,0.853,0.0782,3.919,1.78,5,0.9,2,semi_urban,0.8192,1,0.4736,0,0,false_positive,906
L002577,2026-04-13T02:00:00,S0178,J042,v1.0,3,0.7327,0.7327,0.0,3.91,1.71,5,1.8,3,semi_urban,0.947,1,0.4735,0,0,false_positive,907
L003054,2026-04-13T13:00:00,S0131,J042,v1.1,5,0.7148,0.8308,0.116,2.878,0.62,4,1.6,3,semi_urban,0.9935,1,0.4735,0,0,false_positive,908
L002961,2026-04-14T09:00:00,S0270,J028,v1.2,3,0.7789,0.8448,0.0658,3.713,1.58,4,1.7,1,urban,0.8365,1,0.4733,0,0,false_positive,909
L002322,2026-06-05T10:00:00,S0182,J028,v1.1,4,0.7816,0.8856,0.104,3.402,1.25,8,0.9,2,semi_urban,0.9095,1,0.4732,0,0,false_positive,910
L006819,2026-05-02T09:00:00,S0270,J035,v1.2,3,0.6668,0.7333,0.0665,3.713,0.88,4,1.7,1,urban,0.8353,1,0.4732,0,0,false_positive,911
L002034,2026-05-19T23:00:00,S0196,J037,v1.2,2,0.6729,0.7987,0.1258,4.143,0.48,6,1.5,2,urban,0.599,1,0.473,0,0,false_positive,912
L002013,2026-06-12T14:00:00,S0144,J024,v1.2,4,0.6227,0.7154,0.0928,3.946,0.3,2,1.2,2,urban,0.9259,1,0.4728,0,0,false_positive,913
L006856,2026-05-20T15:00:00,S0065,J041,v1.1,3,0.7589,0.9124,0.1535,4.717,1.34,7,1.3,2,urban,0.7234,1,0.4727,0,0,false_positive,914
L002409,2026-06-29T18:00:00,S0292,J042,v1.2,4,0.6343,0.7157,0.0814,3.001,0.76,3,1.3,3,urban,0.9439,1,0.4727,0,0,false_positive,915
L001252,2026-04-10T07:00:00,S0002,J016,v1.2,3,0.5997,0.7318,0.1321,3.356,0.89,4,0.0,3,semi_urban,0.7471,1,0.4722,0,0,false_positive,916
L005119,2026-04-30T03:00:00,S0105,J022,v1.1,4,0.6809,0.7697,0.0889,4.044,0.8,5,0.0,3,rural,0.931,1,0.4722,1,0,skew_induced,917
L004122,2026-06-07T19:00:00,S0238,J035,v1.2,4,0.6218,0.7024,0.0805,3.29,0.45,7,2.1,1,urban,0.9443,1,0.4722,0,0,false_positive,918
L001307,2026-05-08T15:00:00,S0169,J022,v1.2,1,0.74,0.8117,0.0717,4.476,1.24,3,2.1,3,semi_urban,0.4126,1,0.4717,1,0,skew_induced,919
L005363,2026-05-01T10:00:00,S0276,J023,v1.2,4,0.6456,0.7373,0.0917,3.066,0.52,3,1.5,2,rural,0.9254,1,0.4716,0,0,false_positive,920
L003189,2026-05-07T12:00:00,S0119,J003,v1.0,2,0.3467,0.3467,0.0,1.14,-0.76,5,1.1,2,rural,0.7475,1,0.4716,0,0,none,921
L003644,2026-06-06T06:00:00,S0108,J024,v1.0,1,0.312,0.312,0.0,2.62,-0.98,4,1.0,1,urban,0.4715,1,0.4715,0,0,none,922
L002661,2026-06-28T01:00:00,S0135,J025,v1.0,1,0.3233,0.3233,0.0,2.17,-0.73,5,0.4,1,urban,0.4715,1,0.4715,0,0,none,923
L006462,2026-06-04T21:00:00,S0114,J010,v1.0,1,0.3179,0.3179,0.0,2.8,-0.5,7,1.4,1,urban,0.4715,1,0.4715,0,0,none,924
L003709,2026-04-11T12:00:00,S0131,J006,v1.0,3,0.7283,0.7283,0.0,2.82,1.12,4,1.6,3,semi_urban,0.9423,1,0.4712,0,0,false_positive,925
L005578,2026-05-12T07:00:00,S0007,J023,v1.0,3,0.7259,0.7259,0.0,3.57,1.07,8,1.7,3,semi_urban,0.9423,1,0.4712,1,0,none,926
L000305,2026-04-04T11:00:00,S0260,J042,v1.0,3,0.8549,0.8549,0.0,4.14,1.94,3,1.5,1,urban,0.942,1,0.471,1,0,none,927
L003199,2026-06-26T14:00:00,S0007,J046,v1.1,2,0.7973,0.8594,0.0621,3.601,1.67,8,1.7,3,semi_urban,0.6637,1,0.4708,1,0,skew_induced,928
L003203,2026-05-09T04:00:00,S0130,J038,v1.2,2,0.7984,0.8904,0.092,3.496,1.65,2,2.1,1,rural,0.6296,1,0.4704,1,0,skew_induced,929
L002741,2026-05-30T14:00:00,S0176,J038,v1.1,2,0.9817,1.0,0.1219,4.701,2.84,7,0.4,2,urban,0.5991,1,0.4702,0,0,false_positive,930
L000450,2026-06-29T07:00:00,S0244,J026,v1.2,3,0.7513,0.8296,0.0783,4.189,1.35,3,2.0,2,urban,0.813,1,0.4702,1,0,skew_induced,931
L004601,2026-04-22T22:00:00,S0215,J032,v1.2,2,0.686,0.772,0.086,3.453,0.71,6,2.7,3,urban,0.6357,1,0.47,0,0,false_positive,932
L007850,2026-06-22T22:00:00,S0286,J028,v1.2,5,0.6867,0.8005,0.1139,3.127,0.97,8,0.6,1,urban,0.9891,1,0.4698,0,0,false_positive,933
L007440,2026-06-04T17:00:00,S0227,J002,v1.2,5,0.7009,0.817,0.1161,4.088,0.83,8,2.7,2,rural,0.9855,1,0.4697,0,0,false_positive,934
L004471,2026-05-24T23:00:00,S0205,J029,v1.0,3,0.7252,0.7252,0.0,4.44,1.24,6,2.0,1,semi_urban,0.9395,1,0.4697,1,0,none,935
L002561,2026-04-15T02:00:00,S0265,J002,v1.2,3,0.8124,0.9,0.0875,4.444,1.2,6,2.2,1,semi_urban,0.7994,1,0.4697,1,0,skew_induced,936
L007537,2026-06-12T06:00:00,S0236,J014,v1.0,2,0.0931,0.0931,0.0,2.6,-2.3,7,2.3,2,semi_urban,0.7444,1,0.4696,0,0,none,937
