log_id,student_id,job_id,match_score_train,skill_gap,verified_skills,years_exp,model_score,skill_score_feature
L001485,S0151,J012,0.2237,-1.21,3,0.2,0.2237,1.79
L001486,S0271,J002,0.3707,-0.77,2,2.2,0.3707,2.23
L001487,S0160,J047,0.5353,0.05,2,1.5,0.5353,3.05
L001488,S0269,J023,0.9567,2.5,6,0.0,0.9567,5.5
L001489,S0007,J046,0.7987,1.67,8,1.7,0.7987,4.67
L001490,S0160,J045,0.488,-0.05,2,1.5,0.488,2.95
L001491,S0270,J032,0.6718,0.98,4,1.7,0.6718,3.98
L001492,S0254,J007,0.8151,2.05,4,1.8,0.8151,5.05
L001493,S0169,J049,0.948,2.54,3,2.1,0.948,5.54
L001494,S0269,J020,0.975,2.7,6,0.0,0.975,5.7
L001495,S0008,J005,0.6205,1.1,2,1.1,0.6205,4.1
L001496,S0136,J025,0.4564,0.09,8,0.6,0.4564,3.09
L001497,S0255,J034,0.4641,-0.6,4,1.3,0.4641,2.4
L001498,S0222,J031,0.4441,-0.27,4,1.2,0.4441,2.73
L001499,S0276,J020,0.5666,0.72,3,1.5,0.5666,3.7199999999999998
L001500,S0218,J023,0.5956,0.4,6,2.8,0.5956,3.4
L001501,S0014,J009,0.3625,0.0,6,2.1,0.3625,3.0
L001502,S0013,J037,0.2852,-1.58,8,1.1,0.2852,1.42
L001503,S0088,J048,0.1481,-1.66,4,0.6,0.1481,1.34
L001504,S0094,J038,0.8132,1.42,2,1.8,0.8132,4.42
L001505,S0183,J017,0.6401,0.7,2,0.8,0.6401,3.7
L001506,S0040,J036,0.5226,0.49,5,1.0,0.5226,3.49
L001507,S0189,J049,0.5913,1.17,3,0.9,0.5913,4.17
L001508,S0110,J047,0.6578,0.6,3,1.4,0.6578,3.6
L001509,S0087,J011,0.2849,-1.37,3,1.3,0.2849,1.63
L001510,S0274,J021,0.1224,-1.99,7,0.6,0.1224,1.01
L001511,S0135,J007,0.546,-0.03,5,0.4,0.546,2.97
L001512,S0034,J005,0.4262,-0.31,5,1.6,0.4262,2.69
L001513,S0221,J038,0.9073,2.02,5,1.6,0.9073,5.02
L001514,S0229,J027,0.407,-0.51,5,1.7,0.407,2.49
L001515,S0233,J020,0.6231,0.54,4,1.5,0.6231,3.54
L001516,S0097,J048,0.6092,0.37,5,1.5,0.6092,3.37
L001517,S0012,J008,0.5934,0.69,4,2.3,0.5934,3.69
L001518,S0004,J008,0.2244,-1.53,4,1.5,0.2244,1.47
L001519,S0190,J001,0.3773,-1.14,7,0.0,0.3773,1.86
L001520,S0030,J048,0.5,0.06,5,0.4,0.5,3.06
L001521,S0186,J040,0.6197,0.81,7,2.2,0.6197,3.81
L001522,S0190,J029,0.3143,-0.64,7,0.0,0.3143,2.36
L001523,S0108,J036,0.4775,-0.08,4,1.0,0.4775,2.92
L001524,S0154,J027,0.4034,-0.35,6,1.8,0.4034,2.65
L001525,S0108,J047,0.3794,-0.98,4,1.0,0.3794,2.02
L001526,S0235,J020,0.5821,0.9,8,1.1,0.5821,3.9
L001527,S0087,J037,0.3525,-0.67,3,1.3,0.3525,2.33
L001528,S0123,J023,0.8047,1.39,3,1.2,0.8047,4.39
L001529,S0061,J002,0.5852,0.26,2,1.2,0.5852,3.26
L001530,S0216,J022,0.5298,0.11,8,2.5,0.5298,3.11
L001531,S0164,J010,0.5963,0.65,2,2.0,0.5963,3.65
L001532,S0241,J047,0.4305,-0.38,4,1.4,0.4305,2.62
L001533,S0245,J010,0.2953,-1.23,7,2.0,0.2953,1.77
L001534,S0088,J018,0.0916,-1.66,4,0.6,0.0916,1.34
L001535,S0253,J022,0.4749,0.12,6,2.8,0.4749,3.12
L001536,S0213,J032,0.5256,-0.3,3,2.0,0.5256,2.7
L001537,S0005,J037,0.4277,-0.84,8,2.3,0.4277,2.16
L001538,S0186,J040,0.684,0.81,7,2.2,0.684,3.81
L001539,S0248,J026,0.4969,0.22,7,1.2,0.4969,3.22
L001540,S0113,J004,0.5596,0.35,5,1.5,0.5596,3.35
L001541,S0259,J006,0.82,1.04,5,2.1,0.82,4.04
L001542,S0112,J029,0.5048,-0.54,2,1.5,0.5048,2.46
L001543,S0049,J030,0.2684,-1.63,7,0.2,0.2684,1.37
L001544,S0057,J017,0.3078,-0.55,2,1.4,0.3078,2.45
L001545,S0295,J002,0.5886,0.38,8,2.5,0.5886,3.38
L001546,S0062,J039,0.4251,-0.18,4,0.4,0.4251,2.82
L001547,S0162,J018,0.0834,-2.1,6,1.2,0.0834,0.8999999999999999
L001548,S0114,J025,0.4573,-0.1,7,1.4,0.4573,2.9
L001549,S0253,J043,0.4063,-0.58,6,2.8,0.4063,2.42
L001550,S0097,J042,0.7917,1.47,5,1.5,0.7917,4.47
L001551,S0100,J008,0.384,-0.26,5,1.4,0.384,2.74
L001552,S0142,J022,0.3228,-1.02,7,3.5,0.3228,1.98
L001553,S0019,J043,0.2806,-1.32,4,1.6,0.2806,1.68
L001554,S0256,J007,0.6401,0.5,6,2.5,0.6401,3.5
L001555,S0001,J023,0.5382,0.3,4,1.2,0.5382,3.3
L001556,S0100,J016,0.7453,0.94,5,1.4,0.7453,3.94
L001557,S0086,J017,0.3497,-0.57,4,2.7,0.3497,2.43
L001558,S0016,J044,0.0687,-2.22,4,0.7,0.0687,0.7799999999999998
L001559,S0082,J047,0.4141,-0.86,5,0.4,0.4141,2.14
L001560,S0216,J021,0.2777,-1.29,8,2.5,0.2777,1.71
L001561,S0035,J006,0.5597,0.16,3,1.9,0.5597,3.16
L001562,S0177,J033,0.8906,1.83,2,1.1,0.8906,4.83
L001563,S0143,J022,0.4803,-0.28,8,2.9,0.4803,2.7199999999999998
L001564,S0180,J010,0.7697,0.38,3,1.0,0.7697,3.38
L001565,S0260,J018,0.6405,0.84,3,1.5,0.6405,3.84
L001566,S0014,J039,0.4904,-0.4,6,2.1,0.4904,2.6
L001567,S0012,J032,0.7837,1.59,4,2.3,0.7837,4.59
L001568,S0071,J034,0.4561,0.43,5,2.5,0.4561,3.43
L001569,S0117,J047,0.2316,-1.26,3,0.0,0.2316,1.74
L001570,S0284,J044,0.0754,-2.05,3,0.0,0.0754,0.9500000000000002
L001571,S0140,J024,0.4644,-0.05,6,0.7,0.4644,2.95
L001572,S0143,J047,0.3015,-0.68,8,2.9,0.3015,2.32
L001573,S0006,J046,0.5024,0.24,7,2.5,0.5024,3.24
L001574,S0159,J036,0.6978,0.92,4,2.0,0.6978,3.92
L001575,S0160,J006,0.8737,1.95,2,1.5,0.8737,4.95
L001576,S0083,J029,0.2449,-1.55,5,0.9,0.2449,1.45
L001577,S0183,J040,0.7321,1.3,2,0.8,0.7321,4.3
L001578,S0164,J000,0.6546,0.75,2,2.0,0.6546,3.75
L001579,S0142,J034,0.4239,-0.52,7,3.5,0.4239,2.48
L001580,S0074,J039,0.3686,-0.74,8,2.3,0.3686,2.26
L001581,S0083,J029,0.2563,-1.55,5,0.9,0.2563,1.45
L001582,S0226,J010,0.4433,0.0,3,2.3,0.4433,3.0
L001583,S0164,J031,0.581,0.65,2,2.0,0.581,3.65
L001584,S0257,J012,0.2761,-0.9,4,0.0,0.2761,2.1
L001585,S0258,J041,0.328,-1.02,5,0.0,0.328,1.98
L001586,S0033,J033,0.4163,-0.43,3,1.8,0.4163,2.57
L001587,S0227,J043,0.5334,0.13,8,2.7,0.5334,3.13
L001588,S0156,J032,0.4991,0.15,5,0.4,0.4991,3.15
L001589,S0242,J034,0.3385,-0.61,8,0.8,0.3385,2.39
L001590,S0040,J048,0.5051,-0.11,5,1.0,0.5051,2.89
L001591,S0183,J043,0.4618,0.1,2,0.8,0.4618,3.1
L001592,S0280,J002,0.5252,0.14,7,1.3,0.5252,3.14
L001593,S0006,J046,0.5636,0.24,7,2.5,0.5636,3.24
L001594,S0231,J039,0.387,-0.86,6,1.0,0.387,2.14
L001595,S0133,J015,0.605,0.09,6,2.7,0.605,3.09
L001596,S0057,J000,0.3512,-0.45,2,1.4,0.3512,2.55
L001597,S0221,J012,0.606,0.52,5,1.6,0.606,3.52
L001598,S0199,J008,0.2206,-1.47,7,2.1,0.2206,1.53
L001599,S0062,J048,0.4627,0.12,4,0.4,0.4627,3.12
L001600,S0281,J037,0.1866,-2.15,3,0.0,0.1866,0.8500000000000001
L001601,S0293,J024,0.3844,-0.38,6,1.8,0.3844,2.62
L001602,S0104,J013,0.4665,0.0,7,1.3,0.4665,3.0
L001603,S0285,J049,0.6789,1.05,2,1.2,0.6789,4.05
L001604,S0037,J007,0.49,0.15,7,2.7,0.49,3.15
L001605,S0293,J007,0.6813,1.02,6,1.8,0.6813,4.02
L001606,S0226,J011,0.3869,-1.0,3,2.3,0.3869,2.0
L001607,S0126,J031,0.46,-0.35,4,1.6,0.46,2.65
L001608,S0137,J041,0.4,-0.47,4,1.2,0.4,2.5300000000000002
L001609,S0249,J020,0.6498,0.72,8,1.8,0.6498,3.7199999999999998
L001610,S0256,J025,0.455,-0.2,6,2.5,0.455,2.8
L001611,S0076,J020,0.4351,-0.18,2,2.4,0.4351,2.82
L001612,S0202,J026,0.3279,-0.84,4,2.1,0.3279,2.16
L001613,S0047,J016,0.6631,0.98,4,0.6,0.6631,3.98
L001614,S0104,J033,0.6321,0.9,7,1.3,0.6321,3.9
L001615,S0179,J014,0.0508,-2.64,8,1.4,0.0508,0.3599999999999999
L001616,S0192,J010,0.6894,1.05,5,0.1,0.6894,4.05
L001617,S0026,J021,0.0916,-2.1,7,0.5,0.0916,0.8999999999999999
L001618,S0212,J007,0.7232,0.68,5,1.5,0.7232,3.68
L001619,S0291,J025,0.3406,-0.37,3,3.0,0.3406,2.63
L001620,S0246,J001,0.058,-2.39,6,2.7,0.058,0.6099999999999999
L001621,S0082,J035,0.4298,-0.06,5,0.4,0.4298,2.94
L001622,S0063,J023,0.4556,-0.7,3,0.3,0.4556,2.3
L001623,S0223,J015,0.3179,-0.58,8,0.1,0.3179,2.42
L001624,S0032,J044,0.4138,-0.47,2,1.6,0.4138,2.5300000000000002
L001625,S0129,J044,0.1264,-1.63,8,1.1,0.1264,1.37
L001626,S0191,J019,0.4003,-0.62,6,0.4,0.4003,2.38
L001627,S0114,J042,0.4886,0.6,7,1.4,0.4886,3.6
L001628,S0163,J017,0.5946,0.5,6,1.8,0.5946,3.5
L001629,S0076,J036,0.4075,-0.58,2,2.4,0.4075,2.42
L001630,S0058,J031,0.4193,-0.53,3,1.8,0.4193,2.4699999999999998
L001631,S0099,J016,1.0,2.51,5,1.3,1.0,5.51
L001632,S0062,J027,0.414,0.02,4,0.4,0.414,3.02
L001633,S0075,J032,0.6954,1.63,6,2.5,0.6954,4.63
L001634,S0193,J038,0.9251,2.58,4,0.0,0.9251,5.58
L001635,S0053,J022,0.7745,1.09,3,3.7,0.7745,4.09
L001636,S0134,J006,0.7978,1.86,2,0.0,0.7978,4.86
L001637,S0225,J011,0.2971,-1.02,7,0.3,0.2971,1.98
L001638,S0080,J024,0.4557,-0.46,7,0.6,0.4557,2.54
L001639,S0147,J044,0.2364,-1.64,7,0.0,0.2364,1.36
L001640,S0104,J020,0.6328,1.2,7,1.3,0.6328,4.2
L001641,S0254,J006,0.9203,2.55,4,1.8,0.9203,5.55
L001642,S0011,J006,0.815,1.49,8,1.5,0.815,4.49
L001643,S0288,J011,0.3661,-0.64,7,1.0,0.3661,2.36
L001644,S0284,J031,0.2363,-1.45,3,0.0,0.2363,1.55
L001645,S0066,J015,0.6033,0.24,6,1.0,0.6033,3.24
L001646,S0033,J008,0.234,-1.43,3,1.8,0.234,1.57
L001647,S0266,J008,0.4282,-0.67,2,1.6,0.4282,2.33
L001648,S0160,J015,0.7018,0.75,2,1.5,0.7018,3.75
L001649,S0175,J016,0.532,-0.21,6,0.7,0.532,2.79
L001650,S0288,J006,0.9061,1.96,7,1.0,0.9061,4.96
L001651,S0248,J018,0.4661,-0.28,7,1.2,0.4661,2.7199999999999998
L001652,S0104,J046,0.8073,1.6,7,1.3,0.8073,4.6
L001653,S0183,J026,0.7517,1.2,2,0.8,0.7517,4.2
L001654,S0212,J004,0.4972,-0.02,5,1.5,0.4972,2.98
L001655,S0259,J045,0.4023,-0.96,5,2.1,0.4023,2.04
L001656,S0030,J017,0.613,0.06,5,0.4,0.613,3.06
L001657,S0157,J034,0.6033,0.52,2,2.2,0.6033,3.52
L001658,S0033,J032,0.3987,-0.53,3,1.8,0.3987,2.4699999999999998
L001659,S0110,J026,0.8547,1.4,3,1.4,0.8547,4.4
L001660,S0086,J042,0.5832,0.53,4,2.7,0.5832,3.5300000000000002
L001661,S0149,J018,0.5277,-0.07,5,0.7,0.5277,2.93
L001662,S0163,J031,0.5176,0.5,6,1.8,0.5176,3.5
L001663,S0072,J042,0.5147,0.49,3,2.8,0.5147,3.49
L001664,S0135,J044,0.13,-1.73,5,0.4,0.13,1.27
L001665,S0229,J048,0.4725,-0.41,5,1.7,0.4725,2.59
L001666,S0271,J048,0.3482,-0.87,2,2.2,0.3482,2.13
L001667,S0148,J031,0.6345,0.87,4,1.4,0.6345,3.87
L001668,S0030,J028,0.8506,1.26,5,0.4,0.8506,4.26
L001669,S0279,J017,0.5091,-0.03,8,2.1,0.5091,2.97
L001670,S0257,J030,0.1743,-1.9,4,0.0,0.1743,1.1
L001671,S0085,J049,0.6112,0.38,3,2.2,0.6112,3.38
L001672,S0049,J006,0.749,0.97,7,0.2,0.749,3.9699999999999998
L001673,S0144,J039,0.6452,0.3,2,1.2,0.6452,3.3
L001674,S0095,J028,0.6065,0.33,7,0.7,0.6065,3.33
L001675,S0064,J007,0.7906,1.36,3,2.0,0.7906,4.36
L001676,S0186,J009,0.6063,0.31,7,2.2,0.6063,3.31
L001677,S0018,J022,0.358,-0.54,8,2.1,0.358,2.46
L001678,S0165,J018,0.2501,-1.12,7,1.4,0.2501,1.88
L001679,S0128,J048,0.255,-1.08,3,1.7,0.255,1.92
L001680,S0019,J034,0.48,-0.12,4,1.6,0.48,2.88
L001681,S0157,J013,0.4645,-0.28,2,2.2,0.4645,2.7199999999999998
L001682,S0259,J042,0.6586,0.54,5,2.1,0.6586,3.54
L001683,S0056,J027,0.1114,-1.95,4,1.7,0.1114,1.05
L001684,S0098,J006,0.7773,1.58,3,0.9,0.7773,4.58
L001685,S0069,J033,0.6677,0.89,4,1.6,0.6677,3.89
L001686,S0071,J006,0.7987,1.43,5,2.5,0.7987,4.43
L001687,S0046,J031,0.4462,-0.8,7,1.3,0.4462,2.2
L001688,S0171,J011,0.3214,-1.6,8,3.1,0.3214,1.4
L001689,S0006,J023,0.4188,-0.36,7,2.5,0.4188,2.64
L001690,S0254,J038,0.9419,2.45,4,1.8,0.9419,5.45
L001691,S0158,J038,0.6843,1.33,8,0.9,0.6843,4.33
L001692,S0175,J022,0.259,-1.01,6,0.7,0.259,1.99
L001693,S0241,J048,0.4482,-0.08,4,1.4,0.4482,2.92
L001694,S0075,J036,0.8042,1.63,6,2.5,0.8042,4.63
L001695,S0209,J011,0.3172,-1.26,8,1.6,0.3172,1.74
L001696,S0077,J000,0.5736,0.27,7,2.0,0.5736,3.27
L001697,S0124,J035,0.4866,0.0,8,2.3,0.4866,3.0
L001698,S0283,J008,0.188,-1.39,6,2.5,0.188,1.61
L001699,S0139,J039,0.1988,-1.85,5,0.3,0.1988,1.15
L001700,S0015,J034,0.8262,1.76,2,2.0,0.8262,4.76
L001701,S0119,J024,0.0525,-2.46,5,1.1,0.0525,0.54
L001702,S0091,J042,0.5702,0.38,8,1.6,0.5702,3.38
L001703,S0067,J013,0.4368,-0.77,3,1.5,0.4368,2.23
L001704,S0285,J031,0.4271,-0.35,2,1.2,0.4271,2.65
L001705,S0120,J001,0.243,-1.47,8,1.5,0.243,1.53
L001706,S0120,J011,0.2414,-2.07,8,1.5,0.2414,0.9300000000000002
L001707,S0106,J036,0.508,-0.12,4,0.8,0.508,2.88
L001708,S0038,J018,0.2382,-1.33,4,1.1,0.2382,1.67
L001709,S0007,J035,0.622,0.77,8,1.7,0.622,3.77
L001710,S0221,J016,0.6949,1.42,5,1.6,0.6949,4.42
L001711,S0189,J039,0.3938,-0.53,3,0.9,0.3938,2.4699999999999998
L001712,S0054,J010,0.7387,1.7,6,1.0,0.7387,4.7
L001713,S0190,J032,0.5366,-0.14,7,0.0,0.5366,2.86
L001714,S0220,J019,0.7952,1.25,8,2.3,0.7952,4.25
L001715,S0117,J013,0.275,-1.16,3,0.0,0.275,1.84
L001716,S0232,J023,0.5875,0.67,3,2.1,0.5875,3.67
L001717,S0000,J021,0.4398,-0.6,2,0.0,0.4398,2.4
L001718,S0165,J042,0.453,-0.02,7,1.4,0.453,2.98
L001719,S0168,J001,0.5288,0.04,7,1.3,0.5288,3.04
L001720,S0094,J045,0.3746,-0.48,2,1.8,0.3746,2.52
L001721,S0153,J036,0.5093,0.66,8,1.6,0.5093,3.66
L001722,S0030,J014,0.1879,-1.54,5,0.4,0.1879,1.46
L001723,S0043,J016,0.5277,0.25,4,1.9,0.5277,3.25
L001724,S0147,J027,0.3494,-1.14,7,0.0,0.3494,1.86
L001725,S0042,J008,0.6074,0.56,7,0.6,0.6074,3.56
L001726,S0115,J040,0.6687,1.06,8,1.5,0.6687,4.0600000000000005
L001727,S0208,J026,0.4857,0.4,6,0.6,0.4857,3.4
L001728,S0255,J000,0.3088,-1.1,4,1.3,0.3088,1.9
L001729,S0096,J044,0.1328,-1.95,4,1.9,0.1328,1.05
L001730,S0118,J029,0.4349,-0.83,4,0.0,0.4349,2.17
L001731,S0166,J016,0.3904,-0.89,6,2.7,0.3904,2.11
L001732,S0159,J037,0.5642,0.02,4,2.0,0.5642,3.02
L001733,S0149,J017,0.5258,-0.07,5,0.7,0.5258,2.93
L001734,S0167,J006,0.8051,1.38,7,2.3,0.8051,4.38
L001735,S0282,J031,0.5657,0.23,8,0.7,0.5657,3.23
L001736,S0002,J003,0.7768,1.39,4,0.0,0.7768,4.39
L001737,S0144,J020,0.7794,1.6,2,1.2,0.7794,4.6
L001738,S0196,J038,0.8965,2.28,6,1.5,0.8965,5.279999999999999
L001739,S0154,J024,0.436,-0.55,6,1.8,0.436,2.45
L001740,S0079,J047,0.2601,-1.3,8,1.9,0.2601,1.7
L001741,S0288,J000,0.5003,0.46,7,1.0,0.5003,3.46
L001742,S0014,J013,0.4723,-0.3,6,2.1,0.4723,2.7
L001743,S0287,J035,0.5018,-0.35,3,2.1,0.5018,2.65
L001744,S0002,J002,0.5357,0.09,4,0.0,0.5357,3.09
L001745,S0097,J000,0.5583,0.47,5,1.5,0.5583,3.4699999999999998
L001746,S0013,J011,0.1367,-2.28,8,1.1,0.1367,0.7200000000000002
L001747,S0203,J030,0.2397,-1.34,6,1.0,0.2397,1.66
L001748,S0042,J041,0.7247,0.86,7,0.6,0.7247,3.86
L001749,S0127,J031,0.6703,0.54,2,2.3,0.6703,3.54
L001750,S0246,J018,0.0901,-1.99,6,2.7,0.0901,1.01
L001751,S0260,J014,0.3382,-0.76,3,1.5,0.3382,2.24
L001752,S0047,J041,0.5391,0.08,4,0.6,0.5391,3.08
L001753,S0124,J021,0.1471,-1.8,8,2.3,0.1471,1.2
L001754,S0200,J029,0.5572,0.12,7,0.8,0.5572,3.12
L001755,S0234,J002,0.3757,-0.66,4,2.9,0.3757,2.34
L001756,S0100,J046,0.6879,1.44,5,1.4,0.6879,4.4399999999999995
L001757,S0132,J012,0.4398,0.22,8,1.5,0.4398,3.22
L001758,S0260,J037,0.6362,0.54,3,1.5,0.6362,3.54
L001759,S0080,J041,0.4633,-0.16,7,0.6,0.4633,2.84
L001760,S0032,J005,0.4327,-0.07,2,1.6,0.4327,2.93
L001761,S0216,J004,0.5154,0.41,8,2.5,0.5154,3.41
L001762,S0293,J032,0.5789,0.52,6,1.8,0.5789,3.52
L001763,S0142,J036,0.39,-0.52,7,3.5,0.39,2.48
L001764,S0124,J018,0.4776,-0.5,8,2.3,0.4776,2.5
L001765,S0061,J004,0.6569,0.56,2,1.2,0.6569,3.56
L001766,S0162,J038,0.2806,-0.6,6,1.2,0.2806,2.4
L001767,S0079,J031,0.3677,-1.0,8,1.9,0.3677,2.0
L001768,S0054,J006,1.0,3.3,6,1.0,1.0,6.3
L001769,S0049,J037,0.3222,-0.93,7,0.2,0.3222,2.07
L001770,S0149,J041,0.4098,-0.07,5,0.7,0.4098,2.93
L001771,S0205,J016,0.8524,2.04,6,2.0,0.8524,5.04
L001772,S0299,J001,0.3057,-0.71,5,0.2,0.3057,2.29
L001773,S0178,J017,0.6921,0.61,5,1.8,0.6921,3.61
L001774,S0238,J031,0.4611,-0.05,7,2.1,0.4611,2.95
L001775,S0247,J035,0.2861,-1.29,5,2.7,0.2861,1.71
L001776,S0045,J000,0.4538,0.02,4,1.4,0.4538,3.02
L001777,S0094,J022,0.5749,0.02,2,1.8,0.5749,3.02
L001778,S0211,J021,0.0,-2.47,4,0.9,0.0,0.5299999999999998
L001779,S0092,J047,0.028,-2.65,2,2.4,0.028,0.3500000000000001
L001780,S0125,J036,0.5428,-0.52,2,2.3,0.5428,2.48
L001781,S0112,J048,0.4625,-0.64,2,1.5,0.4625,2.36
L001782,S0057,J027,0.4571,-0.65,2,1.4,0.4571,2.35
L001783,S0297,J027,0.1248,-1.91,3,1.1,0.1248,1.09
L001784,S0258,J045,0.351,-1.42,5,0.0,0.351,1.58
L001785,S0250,J042,0.5917,0.71,4,1.0,0.5917,3.71
L001786,S0040,J044,0.374,-0.71,5,1.0,0.374,2.29
L001787,S0100,J036,0.7034,0.64,5,1.4,0.7034,3.64
L001788,S0247,J013,0.1136,-1.99,5,2.7,0.1136,1.01
L001789,S0178,J000,0.6327,0.71,5,1.8,0.6327,3.71
L001790,S0008,J045,0.683,0.9,2,1.1,0.683,3.9
L001791,S0159,J004,0.653,0.72,4,2.0,0.653,3.7199999999999998
L001792,S0275,J017,0.6766,0.43,3,0.7,0.6766,3.43
L001793,S0005,J041,0.4667,-0.54,8,2.3,0.4667,2.46
L001794,S0034,J025,0.5981,0.29,5,1.6,0.5981,3.29
L001795,S0237,J043,0.2892,-1.4,4,1.6,0.2892,1.6
L001796,S0231,J028,0.5864,0.64,6,1.0,0.5864,3.64
L001797,S0159,J017,0.533,0.32,4,2.0,0.533,3.32
L001798,S0052,J009,0.103,-2.13,2,2.6,0.103,0.8700000000000001
L001799,S0204,J019,0.5324,0.34,6,1.9,0.5324,3.34
L001800,S0284,J048,0.1787,-1.45,3,0.0,0.1787,1.55
L001801,S0153,J012,0.4425,0.06,8,1.6,0.4425,3.06
L001802,S0281,J048,0.1646,-1.85,3,0.0,0.1646,1.15
L001803,S0042,J033,0.7394,1.56,7,0.6,0.7394,4.5600000000000005
L001804,S0106,J039,0.3252,-1.02,4,0.8,0.3252,1.98
L001805,S0007,J016,0.7345,1.17,8,1.7,0.7345,4.17
L001806,S0057,J046,0.587,0.85,2,1.4,0.587,3.85
L001807,S0275,J001,0.4643,0.03,3,0.7,0.4643,3.03
L001808,S0289,J033,0.347,-0.67,2,1.8,0.347,2.33
L001809,S0250,J036,0.5362,0.21,4,1.0,0.5362,3.21
L001810,S0085,J031,0.2757,-1.02,3,2.2,0.2757,1.98
L001811,S0281,J002,0.1657,-1.75,3,0.0,0.1657,1.25
L001812,S0082,J032,0.5332,0.04,5,0.4,0.5332,3.04
L001813,S0153,J014,0.2526,-1.54,8,1.6,0.2526,1.46
L001814,S0025,J034,0.75,1.32,7,1.9,0.75,4.32
L001815,S0189,J003,0.7341,1.17,3,0.9,0.7341,4.17
L001816,S0075,J049,0.9062,2.43,6,2.5,0.9062,5.43
L001817,S0069,J030,0.3395,-0.81,4,1.6,0.3395,2.19
L001818,S0288,J043,0.4381,-0.24,7,1.0,0.4381,2.76
L001819,S0010,J020,0.4984,0.03,6,1.1,0.4984,3.03
L001820,S0023,J016,0.6935,1.01,2,1.9,0.6935,4.01
L001821,S0221,J016,0.6722,1.42,5,1.6,0.6722,4.42
L001822,S0286,J046,0.6719,1.17,8,0.6,0.6719,4.17
L001823,S0035,J016,0.4466,-0.54,3,1.9,0.4466,2.46
L001824,S0050,J033,0.7687,1.49,2,0.8,0.7687,4.49
L001825,S0050,J043,0.6425,0.19,2,0.8,0.6425,3.19
L001826,S0174,J011,0.2073,-1.54,4,2.7,0.2073,1.46
L001827,S0067,J037,0.4007,-0.87,3,1.5,0.4007,2.13
L001828,S0296,J028,0.6687,0.95,7,0.9,0.6687,3.95
L001829,S0048,J037,0.4193,-1.03,2,1.3,0.4193,1.97
L001830,S0188,J043,0.0554,-2.33,5,1.4,0.0554,0.6699999999999999
L001831,S0164,J003,0.8573,2.05,2,2.0,0.8573,5.05
L001832,S0161,J031,0.1545,-1.6,7,0.4,0.1545,1.4
L001833,S0114,J044,0.1915,-1.1,7,1.4,0.1915,1.9
L001834,S0217,J049,0.4764,-0.33,7,0.7,0.4764,2.67
L001835,S0134,J027,0.4349,0.16,2,0.0,0.4349,3.16
L001836,S0243,J046,0.618,0.72,5,2.0,0.618,3.7199999999999998
L001837,S0136,J039,0.3619,-0.61,8,0.6,0.3619,2.39
L001838,S0181,J046,0.7268,1.61,3,1.0,0.7268,4.61
L001839,S0143,J032,0.5682,0.22,8,2.9,0.5682,3.22
L001840,S0272,J028,0.92,1.68,8,0.2,0.92,4.68
L001841,S0001,J033,0.5341,0.2,4,1.2,0.5341,3.2
L001842,S0165,J008,0.266,-1.42,7,1.4,0.266,1.58
L001843,S0025,J049,0.7972,2.12,7,1.9,0.7972,5.12
L001844,S0076,J007,0.512,-0.08,2,2.4,0.512,2.92
L001845,S0124,J012,0.4078,-0.5,8,2.3,0.4078,2.5
L001846,S0066,J007,0.6349,0.94,6,1.0,0.6349,3.94
L001847,S0286,J018,0.4761,-0.23,8,0.6,0.4761,2.77
L001848,S0285,J024,0.337,-0.65,2,1.2,0.337,2.35
L001849,S0198,J037,0.4175,-0.44,4,1.8,0.4175,2.56
L001850,S0116,J045,0.0423,-2.5,3,2.9,0.0423,0.5
L001851,S0093,J019,0.6344,1.03,8,1.2,0.6344,4.03
L001852,S0082,J020,0.5526,0.44,5,0.4,0.5526,3.44
L001853,S0169,J005,0.5755,0.94,3,2.1,0.5755,3.94
L001854,S0061,J038,0.8827,1.66,2,1.2,0.8827,4.66
L001855,S0159,J027,0.5474,0.22,4,2.0,0.5474,3.22
L001856,S0254,J006,0.9354,2.55,4,1.8,0.9354,5.55
L001857,S0296,J027,0.4165,-0.35,7,0.9,0.4165,2.65
L001858,S0218,J025,0.4894,0.0,6,2.8,0.4894,3.0
L001859,S0026,J013,0.3204,-1.0,7,0.5,0.3204,2.0
L001860,S0006,J041,0.3707,-1.16,7,2.5,0.3707,1.84
L001861,S0091,J004,0.4206,-0.32,8,1.6,0.4206,2.68
L001862,S0240,J037,0.4027,-0.4,4,1.5,0.4027,2.6
L001863,S0189,J025,0.4272,0.17,3,0.9,0.4272,3.17
L001864,S0078,J009,0.5776,0.06,6,2.0,0.5776,3.06
L001865,S0288,J029,0.5733,0.46,7,1.0,0.5733,3.46
L001866,S0040,J007,0.6981,0.99,5,1.0,0.6981,3.99
L001867,S0137,J031,0.428,-0.47,4,1.2,0.428,2.5300000000000002
L001868,S0253,J037,0.455,-0.28,6,2.8,0.455,2.7199999999999998
L001869,S0227,J000,0.6687,0.83,8,2.7,0.6687,3.83
L001870,S0264,J043,0.2664,-0.87,4,3.1,0.2664,2.13
L001871,S0136,J003,0.6481,1.09,8,0.6,0.6481,4.09
L001872,S0198,J011,0.2524,-1.14,4,1.8,0.2524,1.86
L001873,S0284,J048,0.1725,-1.45,3,0.0,0.1725,1.55
L001874,S0206,J019,0.6232,1.12,2,1.1,0.6232,4.12
L001875,S0171,J031,0.3627,-0.6,8,3.1,0.3627,2.4
