log_id,student_id,job_id,match_score_served,skill_score_served,skill_gap,verified_skills,years_exp,skew
L001487,S0153,J021,0.3353,3.399,-1.24,8,1.6,0.079
L001488,S0031,J018,0.1645,1.65,-1.65,3,2.7,0.0
L001489,S0195,J012,0.5872,3.242,-0.1,8,2.6,0.0836
L001490,S0263,J027,0.8064,4.572,1.12,2,1.5,0.1045
L001491,S0230,J028,0.5127,2.0,-0.1,7,0.9,0.0
L001492,S0000,J013,0.6387,4.037,0.5,2,0.0,0.073
L001493,S0254,J034,0.8496,4.299,1.55,4,1.8,0.0989
L001494,S0148,J035,0.8477,4.222,1.37,4,1.4,0.1042
L001495,S0181,J041,0.6463,3.529,0.21,3,1.0,0.0377
L001496,S0156,J014,0.174,2.873,-2.05,5,0.4,0.046
L001497,S0281,J016,0.4211,1.485,-0.95,3,0.0,0.0705
L001498,S0139,J034,0.3195,1.787,-0.95,5,0.3,0.0748
L001499,S0145,J012,0.2738,1.222,-2.12,7,1.2,0.0848
L001500,S0021,J013,0.5035,3.22,-0.31,5,0.8,0.0594
L001501,S0069,J005,0.5157,3.49,-0.01,4,1.6,0.0
L001502,S0167,J039,0.5117,3.118,-0.52,7,2.3,0.0766
L001503,S0042,J018,0.6569,4.16,0.86,7,0.6,0.0
L001504,S0056,J025,0.256,1.491,-1.45,4,1.7,0.0822
L001505,S0244,J042,0.9243,4.182,1.95,3,2.0,0.0641
L001506,S0094,J041,0.5492,3.232,-0.08,2,1.8,0.0238
L001507,S0055,J015,0.5864,2.725,-0.22,8,2.6,0.0907
L001508,S0235,J001,0.4538,3.242,-0.5,8,1.1,0.0846
L001509,S0237,J014,0.024,2.5,-2.4,4,1.6,0.0
L001510,S0005,J007,0.609,2.76,0.56,8,2.3,0.0
L001511,S0226,J000,0.5598,3.34,0.1,3,2.3,0.0802
L001512,S0118,J039,0.3679,2.404,-1.23,4,0.0,0.0685
L001513,S0021,J048,0.5095,3.236,-0.11,5,0.8,0.0916
L001514,S0269,J019,1.0,5.0,2.4,6,0.0,0.0
L001515,S0195,J024,0.4948,3.2,-0.4,8,2.6,0.0
L001516,S0257,J015,0.4727,2.436,-0.5,4,0.0,0.0722
L001517,S0227,J019,0.7487,4.03,1.43,8,2.7,0.0
L001518,S0060,J041,0.4255,2.158,-1.19,7,1.6,0.0962
L001519,S0276,J048,0.4628,3.02,-0.28,3,1.5,0.0
L001520,S0203,J013,0.5478,3.04,-0.54,6,1.0,0.1604
L001521,S0148,J020,1.0,4.196,1.87,4,1.4,0.0511
L001522,S0091,J021,0.094,2.58,-2.02,8,1.6,0.0
L001523,S0262,J035,0.4702,2.767,-0.07,7,0.4,0.0731
L001524,S0093,J047,0.5459,3.676,0.03,8,1.2,0.0924
L001525,S0272,J007,0.8483,3.817,1.58,8,0.2,0.0737
L001526,S0224,J036,0.4757,2.158,-0.57,7,1.4,0.0552
L001527,S0284,J038,0.6099,1.85,0.05,3,0.0,0.0
L001528,S0009,J007,0.4637,2.087,-0.14,8,1.9,0.0538
L001529,S0090,J046,0.8201,3.44,1.49,2,1.6,0.1009
L001530,S0220,J043,0.6271,3.893,-0.05,8,2.3,0.0864
L001531,S0023,J046,0.8371,3.41,1.51,2,1.9,0.0
L001532,S0249,J018,0.4766,3.048,-0.28,8,1.8,0.0552
L001533,S0148,J004,0.9104,4.23,1.27,4,1.4,0.1193
L001534,S0059,J024,0.4765,2.914,-0.75,8,1.5,0.1289
L001535,S0216,J016,0.5921,3.31,0.91,8,2.5,0.0
L001536,S0165,J041,0.2608,2.18,-1.12,7,1.4,0.0
L001537,S0094,J039,0.5482,3.25,-0.38,2,1.8,0.0598
L001538,S0062,J004,0.8256,3.472,0.52,4,0.4,0.1033
L001539,S0162,J005,0.065,1.2,-2.3,6,1.2,0.0
L001540,S0122,J008,0.4267,2.862,-0.76,3,1.9,0.0449
L001541,S0132,J041,0.5561,3.57,0.22,8,1.5,0.1008
L001542,S0095,J029,0.3277,2.44,-0.77,7,0.7,0.0194
L001543,S0129,J019,0.5587,2.306,-0.33,8,1.1,0.0714
L001544,S0110,J004,0.7979,4.224,1.3,3,1.4,0.0483
L001545,S0032,J015,0.6271,3.43,0.53,2,1.6,0.0
L001546,S0079,J022,0.3782,2.334,-0.9,8,1.9,0.0689
L001547,S0274,J018,0.4367,2.642,-0.69,7,0.6,0.0649
L001548,S0225,J004,0.5405,3.305,0.38,7,0.3,0.0492
L001549,S0047,J024,0.4545,3.38,-0.22,4,0.6,0.0
L001550,S0202,J012,0.2817,1.991,-1.34,4,2.1,0.0612
L001551,S0109,J014,0.3533,3.645,-1.27,2,2.6,0.0306
L001552,S0274,J011,0.414,2.691,-1.69,7,0.6,0.1611
L001553,S0195,J005,0.5065,3.234,-0.3,8,2.6,0.0675
L001554,S0284,J029,0.4007,1.89,-1.35,3,0.0,0.0802
L001555,S0229,J003,0.7826,2.926,0.99,5,1.7,0.0726
L001556,S0115,J044,0.5597,3.814,-0.14,8,1.5,0.1087
L001557,S0199,J042,0.6028,2.154,-0.07,7,2.1,0.0487
L001558,S0207,J032,0.6675,3.052,0.31,5,0.6,0.083
L001559,S0250,J022,0.4735,2.939,-0.29,4,1.0,0.0588
L001560,S0029,J039,0.4977,3.61,0.01,5,3.5,0.0
L001561,S0057,J019,0.6246,2.8,0.15,2,1.4,0.0997
L001562,S0167,J025,0.6465,3.134,0.18,7,2.3,0.1087
L001563,S0294,J021,0.0979,2.21,-2.41,8,0.3,0.0402
L001564,S0101,J044,0.5962,3.379,-0.59,5,1.3,0.1384
L001565,S0167,J034,0.6271,3.123,0.38,7,2.3,0.0863
L001566,S0159,J040,0.7124,3.62,0.92,4,2.0,0.0
L001567,S0173,J017,0.4844,3.01,-0.29,5,0.8,0.0
L001568,S0153,J004,0.6892,3.4,0.46,8,1.6,0.0799
L001569,S0231,J008,0.3458,2.74,-0.86,6,1.0,0.0
L001570,S0199,J019,0.3871,2.13,-0.47,7,2.1,0.0
L001571,S0213,J024,0.3283,2.454,-1.2,3,2.0,0.1086
L001572,S0069,J030,0.4352,3.49,-0.81,4,1.6,0.0
L001573,S0143,J028,0.7702,2.925,0.82,8,2.9,0.01
L001574,S0281,J009,0.247,1.45,-1.75,3,0.0,0.0
L001575,S0245,J009,0.3574,2.114,-1.13,7,2.0,0.0881
L001576,S0122,J028,0.7343,2.863,0.74,3,1.9,0.0461
L001577,S0226,J005,0.529,3.346,-0.2,3,2.3,0.0927
L001578,S0060,J036,0.4627,2.149,-0.59,7,1.6,0.0773
L001579,S0039,J042,0.7814,3.579,1.37,6,2.4,0.0187
L001580,S0273,J034,0.6525,2.759,0.01,4,1.0,0.0986
L001581,S0032,J027,0.6314,3.469,0.03,2,1.6,0.0782
L001582,S0289,J006,0.6501,1.97,0.23,2,1.8,0.079
L001583,S0118,J008,0.3135,2.405,-1.23,4,0.0,0.0699
L001584,S0074,J005,0.4734,2.91,-0.64,8,2.3,0.0994
L001585,S0011,J012,0.6031,3.25,-0.11,8,1.5,0.1203
L001586,S0254,J008,0.6174,4.264,0.65,4,1.8,0.0272
L001587,S0189,J042,0.6973,3.111,0.87,3,0.9,0.0826
L001588,S0273,J035,0.4093,2.71,-0.09,4,1.0,0.0
L001589,S0179,J021,0.2833,2.317,-2.34,8,1.4,0.1138
L001590,S0070,J041,0.2736,1.635,-1.68,2,1.0,0.0309
L001591,S0096,J032,0.5427,2.001,-0.75,4,1.9,0.1017
L001592,S0159,J033,0.7756,3.686,1.02,4,2.0,0.1321
L001593,S0231,J027,0.4845,2.797,-0.66,6,1.0,0.1131
L001594,S0013,J048,0.2352,2.066,-1.28,8,1.1,0.0924
L001595,S0217,J017,0.2882,1.607,-1.73,7,0.7,0.0735
L001596,S0154,J045,0.326,3.063,-0.65,6,1.8,0.0251
L001597,S0191,J004,0.4287,1.98,-0.92,6,0.4,0.0
L001598,S0176,J031,0.8886,4.689,1.34,7,0.4,0.0973
L001599,S0124,J048,0.4803,2.837,-0.5,8,2.3,0.0741
L001600,S0065,J038,1.0,4.68,2.84,7,1.3,0.0797
L001601,S0128,J008,0.3049,2.238,-1.38,3,1.7,0.0359
L001602,S0074,J001,0.3263,2.89,-0.84,8,2.3,0.0598
L001603,S0054,J032,1.0,5.049,2.3,6,1.0,0.0981
L001604,S0218,J025,0.478,2.9,0.0,6,2.8,0.0
L001605,S0232,J029,0.6478,3.17,-0.03,3,2.1,0.0
L001606,S0027,J001,0.3324,2.525,-1.21,6,1.3,0.0696
L001607,S0282,J048,0.5318,3.56,0.23,8,0.7,0.0604
L001608,S0206,J014,0.3483,3.756,-1.18,2,1.1,0.0724
L001609,S0259,J029,0.483,2.74,-0.46,5,2.1,0.0
L001610,S0006,J035,0.4692,2.175,-0.66,7,2.5,0.0705
L001611,S0084,J046,0.7072,3.037,1.09,7,2.5,0.0937
L001612,S0194,J016,0.7098,4.09,1.69,3,0.5,0.0
L001613,S0247,J016,0.3593,1.569,-0.89,5,2.7,0.1183
L001614,S0120,J043,0.3114,2.28,-1.67,8,1.5,0.1004
L001615,S0016,J011,0.0531,1.707,-2.62,4,0.7,0.0531
L001616,S0126,J029,0.4964,2.987,-0.25,4,1.6,0.0734
L001617,S0181,J018,0.543,3.539,0.21,3,1.0,0.0575
L001618,S0241,J020,0.6694,3.22,0.92,4,1.4,0.0
L001619,S0241,J026,0.7155,3.252,0.42,4,1.4,0.0635
L001620,S0086,J021,0.2585,2.769,-1.87,4,2.7,0.0771
L001621,S0023,J011,0.3959,3.444,-0.89,2,1.9,0.0684
L001622,S0145,J033,0.266,1.18,-1.42,7,1.2,0.0
L001623,S0050,J021,0.6367,4.158,-0.51,2,0.8,0.1365
L001624,S0235,J011,0.4483,3.251,-1.1,8,1.1,0.1028
L001625,S0053,J003,0.9527,4.34,2.39,3,3.7,0.0993
L001626,S0040,J006,0.8559,3.229,1.49,5,1.0,0.0786
L001627,S0032,J044,0.3749,3.43,-0.47,2,1.6,0.0
L001628,S0005,J012,0.414,2.768,-0.54,8,2.3,0.016
L001629,S0108,J040,0.5377,2.62,-0.08,4,1.0,0.0
L001630,S0162,J014,0.0991,1.25,-3.7,6,1.2,0.0991
L001631,S0151,J020,0.548,2.14,-0.21,3,0.2,0.0996
L001632,S0177,J012,0.8018,4.466,1.13,2,1.1,0.0723
L001633,S0102,J035,0.52,2.878,0.07,4,2.9,0.0158
L001634,S0270,J039,0.5602,3.72,0.08,4,1.7,0.0794
L001635,S0160,J030,0.4917,3.704,-0.65,2,1.5,0.1086
L001636,S0217,J034,0.454,1.631,-1.13,7,0.7,0.1212
L001637,S0189,J013,0.5198,3.134,-0.43,3,0.9,0.1286
L001638,S0061,J007,0.8029,3.503,1.26,2,1.2,0.0853
L001639,S0185,J001,0.4659,3.59,-0.11,5,1.7,0.0
L001640,S0122,J045,0.2664,2.84,-0.86,3,1.9,0.0
L001641,S0090,J042,0.7342,3.39,1.19,2,1.6,0.0
L001642,S0069,J020,0.8308,3.544,1.19,4,1.6,0.1071
L001643,S0089,J031,0.277,1.742,-1.59,3,1.3,0.0636
L001644,S0102,J037,0.3476,2.899,-0.73,4,2.9,0.0586
L001645,S0112,J004,0.6187,2.689,-0.24,2,1.5,0.0576
L001646,S0276,J048,0.4837,3.061,-0.28,3,1.5,0.0828
L001647,S0211,J032,0.3796,2.13,-0.57,4,0.9,0.0
L001648,S0177,J021,0.5273,4.478,-0.17,2,1.1,0.0956
L001649,S0257,J022,0.4868,2.44,-0.8,4,0.0,0.0806
L001650,S0087,J029,0.5613,2.975,-0.27,3,1.3,0.0903
L001651,S0085,J036,0.4802,2.33,-0.42,3,2.2,0.1007
L001652,S0037,J015,0.6214,2.401,-0.55,7,2.7,0.1025
L001653,S0129,J017,0.3209,2.336,-1.03,8,1.1,0.1319
L001654,S0020,J017,0.5588,3.687,0.35,3,0.9,0.0734
L001655,S0021,J032,0.7351,3.229,0.49,5,0.8,0.0779
L001656,S0003,J016,0.254,1.07,-1.33,7,1.5,0.0
L001657,S0059,J033,0.6674,2.885,0.25,8,1.5,0.0693
L001658,S0025,J000,0.67,4.057,0.82,7,1.9,0.0737
L001659,S0258,J035,0.4074,2.314,-0.52,5,0.0,0.0686
L001660,S0183,J004,0.7488,4.029,1.1,2,0.8,0.0583
L001661,S0241,J042,0.8885,3.266,1.02,4,1.4,0.0925
L001662,S0149,J015,0.597,3.258,0.33,5,0.7,0.0559
L001663,S0048,J009,0.5377,2.628,-0.63,2,1.3,0.117
L001664,S0054,J013,0.8554,5.023,1.5,6,1.0,0.0457
L001665,S0126,J041,0.5304,2.994,-0.35,4,1.6,0.0874
L001666,S0023,J037,0.5269,3.452,-0.19,2,1.9,0.0832
L001667,S0236,J012,0.4553,2.629,-0.7,7,2.3,0.0588
L001668,S0142,J018,0.4202,2.236,-1.12,7,3.5,0.111
L001669,S0010,J003,0.5907,2.359,0.43,6,1.1,0.0585
L001670,S0100,J049,0.7769,3.373,1.44,5,1.4,0.0659
L001671,S0104,J031,0.533,3.5,0.2,7,1.3,0.0
L001672,S0148,J040,0.7332,4.207,1.47,4,1.4,0.0738
L001673,S0199,J014,0.0,2.13,-2.77,7,2.1,0.0
L001674,S0161,J010,0.2942,1.753,-1.6,7,0.4,0.1066
L001675,S0264,J017,0.6538,3.064,-0.27,4,3.1,0.0676
L001676,S0041,J025,0.5623,2.563,-0.39,7,1.5,0.1061
L001677,S0186,J030,0.473,3.542,-0.79,7,2.2,0.0634
L001678,S0286,J032,0.5543,3.07,0.37,8,0.6,0.0
L001679,S0090,J025,0.5815,3.428,0.49,2,1.6,0.075
L001680,S0271,J026,0.4344,2.43,-0.37,2,2.2,0.0
L001681,S0084,J042,0.6426,2.99,0.79,7,2.5,0.0
L001682,S0209,J036,0.6637,3.08,0.34,8,1.6,0.0808
L001683,S0065,J021,0.6156,4.692,0.04,7,1.3,0.1044
L001684,S0227,J008,0.7034,4.088,0.43,8,2.7,0.1162
L001685,S0147,J028,0.6013,2.299,0.16,7,0.0,0.0785
L001686,S0221,J016,0.7905,3.839,1.42,5,1.6,0.0389
L001687,S0169,J022,0.8709,4.489,1.24,3,2.1,0.0972
L001688,S0247,J011,0.0954,1.539,-2.79,5,2.7,0.0575
L001689,S0207,J043,0.4332,3.046,-0.89,5,0.6,0.0719
L001690,S0236,J038,0.7407,2.633,0.8,7,2.3,0.0651
L001691,S0138,J028,0.556,2.03,-0.07,5,1.3,0.0
L001692,S0209,J032,0.6606,3.096,0.34,8,1.6,0.1113
L001693,S0276,J020,0.7793,3.062,0.72,3,1.5,0.0848
L001694,S0270,J021,0.3149,3.68,-0.92,4,1.7,0.0
L001695,S0259,J032,0.6135,2.789,0.04,5,2.1,0.0975
L001696,S0075,J025,0.8452,4.38,1.43,6,2.5,0.0999
L001697,S0067,J020,0.6813,2.762,0.43,3,1.5,0.0642
L001698,S0001,J007,0.6603,2.83,0.6,4,1.2,0.0604
L001699,S0039,J007,0.8915,3.611,1.37,6,2.4,0.0823
L001700,S0242,J036,0.3728,2.09,-0.61,8,0.8,0.0
L001701,S0277,J043,0.5121,3.255,-0.68,7,0.0,0.0693
L001702,S0197,J005,0.5112,3.046,-0.49,4,2.5,0.0723
L001703,S0174,J042,0.6213,2.76,0.56,4,2.7,0.0
L001704,S0170,J035,0.7135,3.474,0.61,3,3.0,0.1278
L001705,S0056,J003,0.5278,1.517,-0.45,4,1.7,0.1331
L001706,S0027,J043,0.224,2.522,-1.41,6,1.3,0.0639
L001707,S0044,J005,0.5955,3.094,-0.47,7,2.7,0.1287
L001708,S0227,J017,0.6821,4.052,0.73,8,2.7,0.0434
L001709,S0245,J049,0.5298,2.07,0.17,7,2.0,0.0
L001710,S0087,J005,0.5125,3.003,-0.57,3,1.3,0.1456
L001711,S0158,J014,0.1465,3.146,-1.77,8,0.9,0.033
L001712,S0156,J003,0.7082,2.88,0.95,5,0.4,0.0598
L001713,S0010,J005,0.409,2.367,-1.17,6,1.1,0.0741
L001714,S0291,J018,0.4298,2.577,-0.77,3,3.0,0.0938
L001715,S0129,J000,0.3513,2.306,-0.93,8,1.1,0.0719
L001716,S0297,J017,0.324,1.532,-1.81,3,1.1,0.0843
L001717,S0001,J030,0.3823,2.858,-1.5,4,1.2,0.1158
L001718,S0002,J017,0.4917,3.295,-0.01,4,0.0,0.0099
L001719,S0076,J036,0.447,2.12,-0.58,2,2.4,0.0
L001720,S0041,J021,0.2281,2.559,-2.09,7,1.5,0.0986
L001721,S0203,J030,0.2506,2.973,-1.34,6,1.0,0.0254
L001722,S0065,J016,0.9214,4.673,2.24,7,1.3,0.0662
L001723,S0118,J014,0.108,2.421,-2.53,4,0.0,0.103
L001724,S0235,J009,0.5478,3.2,0.0,8,1.1,0.0
L001725,S0169,J009,0.7758,4.472,1.24,3,2.1,0.0646
L001726,S0121,J036,0.5832,2.317,-0.43,3,2.1,0.0938
L001727,S0035,J000,0.3752,1.91,-1.34,3,1.9,0.1009
L001728,S0081,J021,0.4969,4.018,-0.63,4,2.1,0.0956
L001729,S0228,J037,0.4843,3.88,0.28,5,0.9,0.0
L001730,S0085,J047,0.3653,2.325,-1.32,3,2.2,0.0891
L001731,S0189,J031,0.5781,3.127,-0.23,3,0.9,0.1138
L001732,S0048,J019,0.5421,2.593,-0.03,2,1.3,0.0453
L001733,S0119,J011,0.1433,1.212,-3.16,5,1.1,0.1433
L001734,S0180,J044,0.5,3.716,-0.22,3,1.0,0.0717
L001735,S0026,J018,0.5239,2.552,-0.8,7,0.5,0.1045
L001736,S0030,J015,0.5749,3.376,0.46,5,0.4,0.0329
L001737,S0099,J021,0.6927,4.952,0.31,5,1.3,0.0846
L001738,S0194,J006,0.9531,4.09,2.39,3,0.5,0.0
L001739,S0117,J011,0.2108,2.397,-1.96,3,0.0,0.1136
L001740,S0269,J017,0.9356,5.061,1.7,6,0.0,0.1229
L001741,S0273,J006,0.694,2.71,1.01,4,1.0,0.0
L001742,S0180,J011,0.4276,3.705,-0.62,3,1.0,0.05
L001743,S0237,J049,0.6568,2.548,0.6,4,1.6,0.0964
L001744,S0016,J006,0.5577,1.734,-0.02,4,0.7,0.1076
L001745,S0206,J010,0.6846,3.749,0.42,2,1.1,0.0585
L001746,S0277,J005,0.5733,3.286,-0.28,7,0.0,0.1323
L001747,S0110,J004,0.7153,4.2,1.3,3,1.4,0.0
L001748,S0204,J021,0.3607,2.988,-1.66,6,1.9,0.0957
L001749,S0262,J009,0.5136,2.793,-0.47,7,0.4,0.126
L001750,S0160,J021,0.3482,3.685,-0.95,2,1.5,0.0702
L001751,S0165,J009,0.4049,2.21,-1.02,7,1.4,0.0597
L001752,S0260,J018,0.7714,4.189,0.84,3,1.5,0.0981
L001753,S0054,J046,1.0,5.053,3.1,6,1.0,0.1059
L001754,S0025,J013,0.6605,4.056,0.52,7,1.9,0.0724
L001755,S0230,J001,0.2706,2.021,-1.7,7,0.9,0.0426
L001756,S0003,J020,0.3258,1.108,-1.23,7,1.5,0.0762
L001757,S0128,J003,0.6813,2.258,0.32,3,1.7,0.0754
L001758,S0076,J034,0.5426,2.167,-0.58,2,2.4,0.0943
L001759,S0214,J012,0.2786,2.025,-1.3,2,2.0,0.0497
L001760,S0240,J005,0.576,3.259,-0.3,4,1.5,0.1176
L001761,S0284,J020,0.4349,1.85,-0.45,3,0.0,0.0
L001762,S0073,J044,0.5933,4.532,0.58,3,1.9,0.1049
L001763,S0135,J014,0.1732,2.239,-2.73,5,0.4,0.1378
L001764,S0022,J044,0.1268,1.634,-2.32,4,1.1,0.1087
L001765,S0093,J029,0.5548,3.63,0.43,8,1.2,0.0
L001766,S0139,J011,0.0592,1.771,-2.55,5,0.3,0.0417
L001767,S0293,J044,0.5084,3.274,-0.68,6,1.8,0.1089
L001768,S0134,J005,0.6314,3.63,0.06,2,0.0,0.1396
L001769,S0242,J039,0.2216,2.123,-1.51,8,0.8,0.0661
L001770,S0008,J021,0.5709,4.651,0.0,2,1.1,0.1015
L001771,S0183,J007,0.9323,4.051,1.8,2,0.8,0.1025
L001772,S0231,J034,0.5661,2.795,0.04,6,1.0,0.1098
L001773,S0169,J007,1.0,4.479,2.24,3,2.1,0.078
L001774,S0279,J002,0.6274,3.319,0.07,8,2.1,0.0976
L001775,S0169,J004,0.8996,4.492,1.54,3,2.1,0.1037
L001776,S0209,J039,0.4256,3.073,-0.56,8,1.6,0.0669
L001777,S0158,J007,0.5489,3.123,0.93,8,0.9,-0.0136
L001778,S0184,J023,0.7174,3.552,1.01,4,3.3,0.0845
L001779,S0265,J024,0.7225,4.444,0.8,6,2.2,0.0876
L001780,S0237,J020,0.4813,2.5,0.2,4,1.6,0.0
L001781,S0062,J008,0.4522,3.459,-0.18,4,0.4,0.0781
L001782,S0051,J028,0.6593,2.226,0.07,7,1.7,0.1127
L001783,S0081,J005,0.6428,3.99,0.47,4,2.1,0.0401
L001784,S0018,J009,0.5489,2.71,-0.54,8,2.1,0.1001
L001785,S0081,J039,0.6498,4.012,0.37,4,2.1,0.0849
L001786,S0008,J046,1.0,4.637,2.7,2,1.1,0.0738
L001787,S0256,J005,0.411,2.702,-0.8,6,2.5,0.0039
L001788,S0092,J042,0.3824,1.001,-1.25,2,2.4,0.1029
L001789,S0275,J022,0.5336,3.73,0.53,3,0.7,0.0
L001790,S0179,J011,0.27,2.3,-2.04,8,1.4,0.0808
L001791,S0194,J041,0.6512,4.126,0.79,3,0.5,0.0722
L001792,S0237,J040,0.5393,2.532,-0.2,4,1.6,0.0633
L001793,S0084,J009,0.4165,2.99,-0.21,7,2.5,0.0
L001794,S0273,J036,0.6537,2.78,0.01,4,1.0,0.1399
L001795,S0238,J039,0.5445,3.277,-0.35,7,2.1,0.0545
L001796,S0138,J002,0.2872,2.056,-1.17,5,1.3,0.0523
L001797,S0026,J015,0.5645,2.552,-0.4,7,0.5,0.1037
L001798,S0018,J041,0.4976,2.722,-0.64,8,2.1,0.1246
L001799,S0289,J003,0.6068,1.973,0.03,2,1.8,0.0861
L001800,S0197,J033,0.6423,3.046,0.41,4,2.5,0.0722
L001801,S0119,J023,0.3133,1.163,-1.36,5,1.1,0.0458
L001802,S0139,J000,0.3205,1.808,-1.45,5,0.3,0.1157
L001803,S0250,J033,0.6131,2.922,0.31,4,1.0,0.0239
L001804,S0037,J003,0.6472,2.362,0.45,7,2.7,0.0243
L001805,S0167,J048,0.4674,3.113,-0.22,7,2.3,0.0659
L001806,S0007,J048,0.6082,3.606,0.27,8,1.7,0.0729
L001807,S0116,J026,0.1929,1.2,-1.6,3,2.9,0.0
L001808,S0210,J039,0.3636,2.84,-0.76,5,1.8,0.0
L001809,S0077,J027,0.5478,3.507,0.07,7,2.0,0.0739
L001810,S0218,J026,0.6087,2.928,0.1,6,2.8,0.0553
L001811,S0277,J046,0.8101,3.266,1.32,7,0.0,0.0911
L001812,S0097,J004,0.6543,3.708,0.77,5,1.5,0.0762
L001813,S0292,J022,0.5407,2.995,-0.24,3,1.3,0.0701
L001814,S0139,J034,0.4136,1.784,-0.95,5,0.3,0.0676
L001815,S0078,J017,0.586,3.288,-0.04,6,2.0,0.0565
L001816,S0085,J007,0.5629,2.312,0.08,3,2.2,0.0647
L001817,S0048,J049,0.6994,2.615,0.67,2,1.3,0.0904
L001818,S0156,J009,0.4339,2.85,-0.35,5,0.4,0.0
L001819,S0248,J006,0.9103,3.077,1.32,7,1.2,0.114
L001820,S0169,J014,0.4197,4.44,-0.46,3,2.1,0.0
L001821,S0069,J023,0.7388,3.554,0.99,4,1.6,0.1288
L001822,S0164,J001,0.5549,3.98,0.25,2,2.0,0.0603
L001823,S0219,J030,0.6148,3.865,-0.5,2,1.1,0.1298
L001824,S0282,J019,0.6444,3.57,0.93,8,0.7,0.0808
L001825,S0075,J010,0.6871,4.355,1.03,6,2.5,0.0499
L001826,S0284,J032,0.4117,1.875,-0.85,3,0.0,0.0506
L001827,S0020,J031,0.59,3.65,0.35,3,0.9,0.0
L001828,S0130,J031,0.6155,3.5,0.15,2,2.1,0.1002
L001829,S0123,J008,0.6166,3.917,0.29,3,1.2,0.0536
L001830,S0262,J011,0.2331,2.73,-1.57,7,0.4,0.0
L001831,S0001,J030,0.3828,2.838,-1.5,4,1.2,0.0751
L001832,S0019,J029,0.5604,2.637,-0.62,4,1.6,0.1134
L001833,S0005,J028,0.7187,2.821,0.66,8,2.3,0.1227
L001834,S0243,J007,0.627,2.669,0.42,5,2.0,0.0975
L001835,S0250,J035,0.5634,2.931,0.11,4,1.0,0.0428
L001836,S0052,J041,0.2229,1.124,-2.23,2,2.6,0.1087
L001837,S0059,J040,0.6512,2.907,0.15,8,1.5,0.1133
L001838,S0261,J035,0.9226,4.527,1.67,2,1.7,0.1137
L001839,S0157,J030,0.2329,3.22,-1.08,2,2.2,0.0
L001840,S0167,J015,0.773,3.125,0.18,7,2.3,0.0891
L001841,S0148,J038,1.0,4.17,2.37,4,1.4,0.0
L001842,S0205,J020,0.9959,4.503,2.14,6,2.0,0.1263
L001843,S0093,J004,0.7612,3.686,0.73,8,1.2,0.1126
L001844,S0087,J014,0.1723,2.974,-1.97,3,1.3,0.0884
L001845,S0056,J001,0.1398,1.484,-2.25,4,1.7,0.0677
L001846,S0162,J048,0.095,1.2,-2.1,6,1.2,0.0
L001847,S0104,J027,0.7011,3.554,0.1,7,1.3,0.1074
L001848,S0153,J035,0.7347,3.412,0.56,8,1.6,0.1047
L001849,S0140,J043,0.56,3.59,-0.35,6,0.7,0.079
L001850,S0267,J001,0.4049,3.1,-0.6,6,1.1,0.0
L001851,S0038,J015,0.3806,2.017,-0.93,4,1.1,0.093
L001852,S0056,J004,0.3132,1.477,-1.45,4,1.7,0.0545
L001853,S0231,J005,0.3538,2.774,-0.76,6,1.0,0.0675
L001854,S0201,J027,0.4396,3.086,-0.35,5,1.9,0.0715
L001855,S0216,J018,0.6541,3.375,0.01,8,2.5,0.1309
L001856,S0115,J014,0.3378,3.779,-1.14,8,1.5,0.0378
L001857,S0244,J019,0.8307,4.166,1.55,3,2.0,0.0319
L001858,S0078,J007,0.9093,3.314,1.06,6,2.0,0.108
L001859,S0292,J047,0.3082,2.96,-0.64,3,1.3,0.0
L001860,S0254,J020,0.8538,4.25,1.95,4,1.8,0.0
L001861,S0112,J002,0.4793,2.678,-0.54,2,1.5,0.0355
L001862,S0082,J006,0.8318,2.777,1.04,5,0.4,0.0735
L001863,S0203,J004,0.5743,2.999,0.06,6,1.0,0.0772
L001864,S0283,J044,0.2066,2.205,-1.69,6,2.5,-0.0108
L001865,S0147,J029,0.3088,2.26,-0.94,7,0.0,0.0
L001866,S0061,J019,0.6347,3.46,0.86,2,1.2,0.0
L001867,S0249,J024,0.4238,3.045,-0.58,8,1.8,0.0497
L001868,S0156,J005,0.4144,2.901,-0.65,5,0.4,0.1028
L001869,S0278,J002,0.5751,3.01,-0.19,8,2.0,0.0
L001870,S0061,J048,0.7496,3.527,0.16,2,1.2,0.1331
L001871,S0130,J023,0.6276,3.461,0.95,2,2.1,0.021
L001872,S0236,J044,0.2557,2.6,-1.3,7,2.3,0.0
L001873,S0041,J005,0.2792,2.545,-0.99,7,1.5,0.0709
L001874,S0290,J003,0.6141,2.683,0.77,3,2.0,0.0253
L001875,S0223,J020,0.555,2.353,0.02,8,0.1,0.0662
L001876,S0205,J038,1.0,4.468,2.64,6,2.0,0.0558
L001877,S0209,J039,0.5076,3.086,-0.56,8,1.6,0.0919
L001878,S0125,J021,0.1256,2.18,-2.42,2,2.3,0.0
L001879,S0027,J029,0.4703,2.542,-0.71,6,1.3,0.1048
L001880,S0051,J003,0.5879,2.17,0.27,7,1.7,0.0
L001881,S0202,J043,0.2681,2.022,-1.94,4,2.1,0.1233
L001882,S0091,J049,0.7615,2.616,0.68,8,1.6,0.0723
