candidate_id,years_experience,skill_match_score,profile_completeness,protected_group,consent_ts
C02250,0.9,0.577,0.876,A,2025-02-07T00:00:00
C02251,7.0,0.779,0.753,B,2026-04-10T00:00:00
C02252,4.9,0.419,0.718,A,2025-02-16T00:00:00
C02253,2.1,0.456,0.889,B,2025-08-29T00:00:00
C02254,4.2,0.589,0.821,B,2025-04-01T00:00:00
C02255,2.6,0.252,0.793,A,2025-01-11T00:00:00
C02256,8.8,0.766,0.729,B,2025-06-24T00:00:00
C02257,5.6,0.407,0.698,B,2025-10-18T00:00:00
C02258,6.0,0.506,0.888,A,2025-12-28T00:00:00
C02259,0.0,0.557,0.7,A,2025-06-07T00:00:00
C02260,3.8,0.608,0.935,B,2025-09-04T00:00:00
C02261,10.2,0.531,0.593,B,2025-04-02T00:00:00
C02262,8.0,0.587,0.965,A,2025-12-31T00:00:00
C02263,0.0,0.588,0.821,A,2025-03-26T00:00:00
C02264,3.1,0.511,0.605,B,2026-03-07T00:00:00
C02265,0.4,0.445,0.826,A,2025-03-31T00:00:00
C02266,9.1,0.816,0.652,B,2025-11-29T00:00:00
C02267,4.7,0.179,0.755,A,2025-06-15T00:00:00
C02268,1.7,0.559,0.677,B,2026-05-14T00:00:00
C02269,4.1,0.506,0.73,B,2025-05-21T00:00:00
C02270,0.0,0.684,0.891,B,2026-04-20T00:00:00
C02271,0.7,0.309,0.828,B,2026-02-23T00:00:00
C02272,4.1,0.5,0.581,B,2025-08-22T00:00:00
C02273,6.5,0.58,0.59,B,2025-09-05T00:00:00
C02274,0.0,0.814,0.791,B,2025-06-26T00:00:00
C02275,2.9,0.666,0.801,A,2025-08-02T00:00:00
C02276,7.0,0.363,0.649,B,2025-08-21T00:00:00
C02277,0.0,0.503,0.989,A,2025-03-14T00:00:00
C02278,4.7,0.777,0.872,B,2025-06-11T00:00:00
C02279,4.2,0.36,0.656,B,2026-03-14T00:00:00
C02280,9.1,0.584,0.642,A,2026-05-05T00:00:00
C02281,3.3,0.598,0.716,A,2025-01-28T00:00:00
C02282,3.5,0.523,0.7,A,2026-01-02T00:00:00
C02283,6.6,1.0,0.938,B,2025-04-30T00:00:00
C02284,0.0,0.517,0.898,A,2025-11-23T00:00:00
C02285,3.3,0.69,0.755,A,2025-11-07T00:00:00
C02286,2.6,0.447,0.852,B,2026-03-16T00:00:00
C02287,3.6,0.706,0.873,B,2025-12-18T00:00:00
C02288,6.5,0.774,0.759,A,2026-02-16T00:00:00
C02289,5.7,0.482,0.81,A,2026-02-05T00:00:00
C02290,1.8,0.589,0.839,B,2025-11-20T00:00:00
C02291,4.4,0.421,0.823,B,2025-07-25T00:00:00
C02292,8.5,0.371,0.633,B,2025-06-18T00:00:00
C02293,1.5,0.807,0.648,A,2025-06-23T00:00:00
C02294,4.4,0.489,0.707,A,2025-06-29T00:00:00
C02295,3.4,0.117,0.644,A,2025-05-25T00:00:00
C02296,3.8,0.953,0.529,B,2025-06-05T00:00:00
C02297,0.0,0.44,0.851,A,2025-10-12T00:00:00
C02298,8.2,0.551,0.802,A,2025-05-16T00:00:00
C02299,1.7,0.928,0.549,B,2025-06-24T00:00:00
C02300,7.1,0.572,0.714,B,2025-12-21T00:00:00
C02301,2.1,0.567,0.722,B,2025-06-14T00:00:00
C02302,2.1,0.354,0.777,A,2025-02-23T00:00:00
C02303,7.6,0.273,0.588,A,2025-01-09T00:00:00
C02304,7.0,0.567,0.547,A,2026-01-18T00:00:00
C02305,4.6,0.673,0.828,A,2026-04-20T00:00:00
C02306,6.3,0.661,0.52,A,2025-12-08T00:00:00
C02307,3.1,0.504,0.715,A,2025-01-31T00:00:00
C02308,4.0,0.604,0.701,B,2025-10-09T00:00:00
C02309,2.0,0.233,0.732,B,2025-05-16T00:00:00
C02310,6.7,0.692,0.788,B,2025-06-10T00:00:00
C02311,1.9,0.632,0.99,A,2026-04-06T00:00:00
C02312,8.5,0.995,0.51,A,2026-02-17T00:00:00
C02313,3.1,0.601,0.881,A,2026-01-03T00:00:00
C02314,4.1,0.411,0.373,A,2025-09-08T00:00:00
C02315,6.3,0.59,0.959,A,2025-10-17T00:00:00
C02316,4.1,0.534,0.444,A,2026-04-03T00:00:00
C02317,3.1,0.687,1.0,B,2025-11-27T00:00:00
C02318,3.9,0.605,0.692,A,2025-10-17T00:00:00
C02319,6.7,0.348,0.944,B,2025-02-18T00:00:00
C02320,2.0,0.273,0.913,A,2026-05-14T00:00:00
C02321,3.6,0.653,0.685,A,2026-02-09T00:00:00
C02322,4.0,0.877,0.696,A,2025-07-02T00:00:00
C02323,6.6,0.616,0.624,A,2025-05-06T00:00:00
C02324,3.7,0.763,0.868,A,2026-04-29T00:00:00
C02325,9.4,0.803,0.686,B,2026-04-24T00:00:00
C02326,3.5,0.653,0.627,A,2025-07-30T00:00:00
C02327,3.3,0.437,0.831,A,2025-04-26T00:00:00
C02328,3.5,0.639,0.615,B,2026-02-03T00:00:00
C02329,0.1,0.841,0.701,A,2025-11-09T00:00:00
C02330,0.9,0.706,0.766,B,2026-03-27T00:00:00
C02331,2.4,0.75,0.654,A,2025-09-30T00:00:00
C02332,7.4,0.507,0.676,B,2025-10-03T00:00:00
C02333,3.9,0.56,0.98,A,2025-03-13T00:00:00
C02334,2.5,0.576,0.719,A,2025-10-29T00:00:00
C02335,7.7,0.59,0.696,B,2025-07-01T00:00:00
C02336,8.7,0.834,0.724,B,2025-04-13T00:00:00
C02337,7.8,0.131,0.818,A,2026-01-26T00:00:00
C02338,1.4,0.606,0.595,B,2025-06-22T00:00:00
C02339,2.5,0.584,0.814,A,2025-04-17T00:00:00
C02340,9.4,0.326,0.788,A,2026-04-26T00:00:00
C02341,4.7,0.734,0.482,A,2026-04-27T00:00:00
C02342,3.2,0.455,1.0,B,2025-09-05T00:00:00
C02343,6.2,0.529,0.969,A,2025-05-28T00:00:00
C02344,7.0,0.97,0.63,B,2025-03-22T00:00:00
C02345,2.3,0.802,0.582,A,2025-11-10T00:00:00
C02346,4.7,0.715,0.784,B,2025-11-02T00:00:00
C02347,6.8,0.676,0.536,B,2025-11-06T00:00:00
C02348,0.5,0.567,0.955,A,2026-01-19T00:00:00
C02349,4.0,1.0,0.68,A,2025-08-24T00:00:00
C02350,0.7,0.76,0.993,A,2025-12-08T00:00:00
C02351,1.0,0.45,0.626,B,2025-11-24T00:00:00
C02352,2.3,0.32,0.733,A,2026-02-02T00:00:00
C02353,5.4,0.713,0.94,A,2026-01-07T00:00:00
C02354,3.0,0.589,0.702,A,2025-01-18T00:00:00
C02355,2.1,0.314,0.791,B,2025-11-06T00:00:00
C02356,4.2,0.686,0.914,A,2026-05-03T00:00:00
C02357,0.6,0.546,0.667,A,2025-10-07T00:00:00
C02358,5.3,0.706,0.561,B,2025-09-22T00:00:00
C02359,7.4,0.688,0.531,A,2025-10-31T00:00:00
C02360,3.8,0.478,0.838,B,2025-10-07T00:00:00
C02361,3.4,0.727,0.808,A,2025-07-20T00:00:00
C02362,5.1,0.5,0.909,A,2026-05-12T00:00:00
C02363,0.0,0.513,0.709,B,2025-02-05T00:00:00
C02364,5.6,0.494,0.535,B,2026-02-12T00:00:00
C02365,13.3,0.826,0.397,B,2025-03-21T00:00:00
C02366,3.6,0.544,1.0,A,2025-04-14T00:00:00
C02367,3.6,0.874,0.829,A,2025-10-31T00:00:00
C02368,6.2,0.957,0.771,A,2025-11-15T00:00:00
C02369,8.9,0.452,0.792,A,2026-04-09T00:00:00
C02370,6.9,0.016,0.535,A,2025-05-28T00:00:00
C02371,0.0,0.809,0.631,A,2025-01-13T00:00:00
C02372,5.7,0.532,1.0,A,2025-05-08T00:00:00
C02373,11.7,0.427,0.849,A,2025-09-30T00:00:00
C02374,5.9,0.482,0.635,A,2025-06-28T00:00:00
C02375,0.5,0.517,0.566,A,2025-05-07T00:00:00
C02376,4.8,0.859,0.673,B,2026-04-03T00:00:00
C02377,0.2,0.632,0.703,B,2025-10-08T00:00:00
C02378,7.7,0.857,1.0,A,2025-12-03T00:00:00
C02379,1.1,0.699,0.722,B,2026-01-10T00:00:00
C02380,4.2,0.538,0.572,B,2025-07-24T00:00:00
C02381,1.4,0.522,0.741,A,2026-01-03T00:00:00
C02382,2.4,0.712,0.79,A,2026-04-27T00:00:00
C02383,8.5,0.764,0.558,A,2025-12-29T00:00:00
C02384,4.3,0.799,0.81,A,2025-05-29T00:00:00
C02385,2.3,0.548,0.931,B,2026-01-25T00:00:00
C02386,0.6,0.635,0.771,B,2025-04-29T00:00:00
C02387,0.0,0.717,0.63,A,2025-02-06T00:00:00
C02388,0.2,0.523,0.671,B,2025-08-11T00:00:00
C02389,4.3,0.373,0.501,A,2025-09-12T00:00:00
C02390,6.9,0.439,0.73,B,2025-08-23T00:00:00
C02391,2.3,0.552,0.797,B,2025-05-11T00:00:00
C02392,8.7,0.732,0.616,A,2025-05-17T00:00:00
C02393,1.8,0.852,1.0,A,2026-04-06T00:00:00
C02394,3.3,0.329,0.869,B,2025-05-26T00:00:00
C02395,0.8,0.481,0.481,B,2026-01-27T00:00:00
C02396,7.0,0.528,0.484,A,2025-05-09T00:00:00
C02397,10.3,0.759,0.602,A,2025-02-23T00:00:00
C02398,0.0,0.494,0.986,A,2025-02-01T00:00:00
C02399,3.0,0.514,0.884,B,2025-05-02T00:00:00
C02400,7.8,0.318,0.994,B,2026-02-25T00:00:00
C02401,0.0,0.697,0.752,B,2025-08-16T00:00:00
C02402,5.7,0.568,0.719,B,2025-12-14T00:00:00
C02403,7.7,0.469,0.563,B,2026-04-27T00:00:00
C02404,4.2,0.548,0.802,B,2025-01-25T00:00:00
C02405,5.7,0.825,0.721,A,2025-02-24T00:00:00
C02406,9.3,0.399,0.715,B,2026-04-06T00:00:00
C02407,9.8,0.432,0.993,A,2025-10-11T00:00:00
C02408,3.8,0.85,0.731,A,2025-11-05T00:00:00
C02409,2.4,0.615,0.95,B,2025-06-20T00:00:00
C02410,1.2,0.734,0.512,B,2026-02-18T00:00:00
C02411,6.9,0.68,1.0,B,2025-11-20T00:00:00
C02412,0.0,0.593,0.694,A,2025-05-09T00:00:00
C02413,3.2,0.53,0.856,A,2025-11-21T00:00:00
C02414,4.3,0.766,0.88,A,2025-01-02T00:00:00
C02415,2.5,0.832,0.675,A,2025-05-01T00:00:00
C02416,4.8,0.817,0.873,A,2025-04-12T00:00:00
C02417,11.7,0.363,0.881,A,2026-01-28T00:00:00
C02418,3.6,0.861,0.643,A,2026-01-03T00:00:00
C02419,2.7,0.528,0.645,B,2025-02-15T00:00:00
C02420,7.0,0.449,0.757,A,2026-03-30T00:00:00
C02421,4.7,0.566,0.733,A,2026-02-14T00:00:00
C02422,8.3,0.766,0.959,B,2025-08-06T00:00:00
C02423,4.5,0.708,0.855,A,2025-04-16T00:00:00
C02424,3.3,0.549,0.739,B,2025-07-30T00:00:00
C02425,0.0,0.768,0.841,B,2025-10-22T00:00:00
C02426,0.0,0.628,0.443,A,2025-11-12T00:00:00
C02427,0.0,0.485,0.658,B,2025-06-23T00:00:00
C02428,5.1,0.458,0.793,B,2025-02-20T00:00:00
C02429,0.0,0.682,0.917,B,2025-11-01T00:00:00
C02430,7.8,0.583,0.78,B,2025-12-19T00:00:00
C02431,4.1,0.325,0.969,B,2025-05-14T00:00:00
C02432,3.3,0.769,0.88,B,2025-11-16T00:00:00
C02433,1.5,0.504,0.677,A,2025-10-12T00:00:00
C02434,5.9,0.918,0.729,B,2025-09-08T00:00:00
C02435,1.6,0.319,0.811,B,2025-01-05T00:00:00
C02436,1.0,0.564,0.683,B,2025-06-03T00:00:00
C02437,7.6,0.46,0.98,B,2025-07-07T00:00:00
C02438,5.1,0.405,0.584,A,2026-02-21T00:00:00
C02439,3.3,0.503,0.797,B,2026-02-18T00:00:00
C02440,5.9,0.954,0.86,B,2026-03-13T00:00:00
C02441,4.0,0.629,0.703,A,2025-08-20T00:00:00
C02442,5.1,0.442,0.669,A,2025-06-13T00:00:00
C02443,1.5,0.234,0.739,A,2025-09-07T00:00:00
C02444,10.2,0.256,0.872,A,2026-01-31T00:00:00
C02445,2.3,0.493,0.675,B,2025-11-07T00:00:00
C02446,8.7,0.473,0.59,A,2025-10-28T00:00:00
C02447,3.4,0.555,0.923,A,2025-08-06T00:00:00
C02448,6.4,0.146,0.81,B,2025-12-15T00:00:00
C02449,6.2,0.582,0.901,B,2026-03-10T00:00:00
C02450,7.4,0.806,0.864,B,2025-11-30T00:00:00
C02451,1.5,0.925,1.0,B,2025-07-21T00:00:00
C02452,7.2,0.221,0.917,B,2026-02-24T00:00:00
C02453,9.5,0.44,0.641,B,2026-04-17T00:00:00
C02454,3.2,0.429,0.821,B,2026-02-03T00:00:00
C02455,4.1,0.629,0.666,A,2026-03-15T00:00:00
C02456,2.4,0.356,0.682,B,2025-05-13T00:00:00
C02457,3.0,0.936,0.538,A,2025-07-30T00:00:00
C02458,9.1,0.609,0.707,A,2025-05-05T00:00:00
C02459,1.0,0.575,0.832,A,2025-07-02T00:00:00
C02460,1.2,0.919,0.74,B,2026-01-02T00:00:00
C02461,8.8,0.597,0.585,B,2025-12-05T00:00:00
C02462,5.9,0.68,0.522,A,2025-01-02T00:00:00
C02463,10.4,0.45,1.0,B,2026-01-13T00:00:00
C02464,2.6,0.326,0.799,A,2025-04-07T00:00:00
C02465,4.4,0.478,0.626,B,2025-04-03T00:00:00
C02466,2.0,1.0,0.819,B,2025-09-29T00:00:00
C02467,4.4,0.727,1.0,B,2025-05-01T00:00:00
C02468,0.0,0.655,0.843,B,2026-04-27T00:00:00
C02469,6.1,0.405,0.332,A,2025-03-15T00:00:00
C02470,5.0,0.782,1.0,A,2025-03-17T00:00:00
C02471,3.8,0.328,0.473,B,2026-01-16T00:00:00
C02472,2.8,0.287,0.719,B,2025-05-24T00:00:00
C02473,1.3,0.488,0.58,A,2025-12-24T00:00:00
C02474,6.2,0.991,0.639,A,2025-12-07T00:00:00
C02475,0.5,0.98,0.793,A,2025-04-05T00:00:00
C02476,5.5,0.51,0.439,A,2025-10-17T00:00:00
C02477,10.2,0.465,0.736,A,2025-09-26T00:00:00
C02478,8.5,0.272,0.922,A,2025-02-17T00:00:00
C02479,0.0,0.616,0.624,B,2026-01-18T00:00:00
C02480,2.4,0.632,0.541,A,2026-03-05T00:00:00
C02481,5.3,0.758,0.729,A,2026-04-19T00:00:00
C02482,3.8,0.782,0.699,A,2025-02-13T00:00:00
C02483,0.0,0.561,0.661,A,2025-03-31T00:00:00
C02484,5.2,0.711,0.572,B,2026-02-17T00:00:00
C02485,4.0,0.46,0.828,A,2025-06-02T00:00:00
C02486,9.7,0.707,0.839,B,2025-11-09T00:00:00
C02487,3.2,0.499,0.59,B,2025-06-24T00:00:00
C02488,7.5,0.692,0.611,A,2025-04-19T00:00:00
C02489,0.2,0.676,0.77,B,2025-11-09T00:00:00
C02490,0.9,0.614,0.605,B,2025-04-13T00:00:00
C02491,6.2,0.759,0.777,A,2025-03-10T00:00:00
C02492,7.3,0.286,0.97,A,2025-09-23T00:00:00
C02493,1.1,0.387,0.741,B,2025-04-07T00:00:00
C02494,4.1,0.546,0.568,B,2025-04-07T00:00:00
C02495,0.0,0.311,0.809,A,2026-01-26T00:00:00
C02496,3.5,0.519,0.723,B,2025-09-22T00:00:00
C02497,6.5,0.525,0.727,A,2025-09-29T00:00:00
C02498,2.7,0.862,0.821,B,2025-03-13T00:00:00
C02499,3.3,0.629,0.854,A,2025-03-22T00:00:00
C02500,0.6,0.806,0.755,A,2025-07-15T00:00:00
C02501,2.1,0.66,0.741,B,2025-07-14T00:00:00
C02502,9.3,0.493,1.0,B,2025-08-14T00:00:00
C02503,4.2,0.627,0.93,B,2025-03-09T00:00:00
C02504,1.0,0.746,0.875,A,2026-03-26T00:00:00
C02505,3.1,0.839,0.77,A,2025-07-01T00:00:00
C02506,0.0,0.574,0.599,B,2026-02-13T00:00:00
C02507,1.0,0.27,0.919,B,2025-07-20T00:00:00
C02508,8.1,0.256,0.772,A,2025-08-25T00:00:00
C02509,3.6,0.535,0.663,B,2025-02-26T00:00:00
C02510,9.7,0.132,0.714,A,2025-12-05T00:00:00
C02511,3.7,0.959,0.605,A,2025-01-30T00:00:00
C02512,3.9,0.719,0.909,A,2026-01-09T00:00:00
C02513,5.9,0.473,0.852,A,2026-03-17T00:00:00
C02514,0.0,0.378,0.777,A,2025-06-30T00:00:00
C02515,4.6,0.806,0.744,B,2026-03-20T00:00:00
C02516,3.9,0.377,0.648,A,2025-12-16T00:00:00
C02517,8.5,0.396,0.43,A,2025-01-02T00:00:00
C02518,6.9,0.447,0.538,A,2025-04-12T00:00:00
C02519,0.6,0.623,0.639,A,2025-11-17T00:00:00
C02520,7.7,0.724,0.616,A,2025-12-17T00:00:00
C02521,3.2,0.839,0.793,B,2025-02-16T00:00:00
C02522,1.3,0.809,0.872,A,2025-12-09T00:00:00
C02523,4.6,0.6,0.731,B,2026-02-10T00:00:00
C02524,3.4,0.804,0.961,B,2025-02-15T00:00:00
C02525,8.6,0.466,0.633,A,2026-03-16T00:00:00
C02526,5.0,0.236,0.73,B,2025-09-24T00:00:00
C02527,4.6,0.466,0.742,B,2025-11-05T00:00:00
C02528,6.7,0.439,0.914,B,2025-01-26T00:00:00
C02529,7.3,0.474,0.766,B,2025-11-03T00:00:00
C02530,6.4,0.408,0.77,B,2025-08-16T00:00:00
C02531,8.3,0.508,0.502,B,2025-07-05T00:00:00
C02532,5.8,0.724,0.615,B,2026-01-26T00:00:00
C02533,4.5,0.943,0.914,A,2025-05-05T00:00:00
C02534,7.7,0.255,0.439,B,2025-01-30T00:00:00
C02535,3.7,0.342,0.951,B,2025-09-07T00:00:00
C02536,4.1,0.442,0.825,B,2026-01-07T00:00:00
C02537,9.2,0.753,0.638,A,2025-03-08T00:00:00
C02538,8.9,0.559,0.625,A,2026-05-08T00:00:00
C02539,4.0,0.455,1.0,A,2025-12-03T00:00:00
C02540,2.6,0.743,0.962,A,2026-04-13T00:00:00
C02541,8.4,0.791,0.732,A,2025-08-24T00:00:00
C02542,6.4,0.596,0.77,A,2025-03-03T00:00:00
C02543,4.9,0.437,0.653,A,2025-03-30T00:00:00
C02544,3.0,0.654,0.77,A,2025-09-08T00:00:00
C02545,5.0,0.553,0.649,A,2025-10-22T00:00:00
C02546,3.9,0.552,0.738,B,2026-01-03T00:00:00
C02547,2.0,0.498,1.0,A,2026-02-02T00:00:00
C02548,4.4,0.785,0.736,A,2026-01-17T00:00:00
C02549,4.8,0.65,0.593,A,2025-10-22T00:00:00
C02550,2.9,0.807,0.545,A,2025-01-10T00:00:00
C02551,6.7,0.867,0.769,A,2025-09-22T00:00:00
C02552,7.9,0.692,0.636,B,2026-02-14T00:00:00
C02553,6.9,0.499,0.787,B,2026-02-28T00:00:00
C02554,3.2,0.808,0.507,A,2026-02-22T00:00:00
C02555,6.3,0.693,0.854,B,2025-01-06T00:00:00
C02556,4.2,1.0,0.591,A,2025-08-06T00:00:00
C02557,0.3,0.662,0.757,A,2025-11-05T00:00:00
C02558,6.0,0.74,0.699,A,2025-05-04T00:00:00
C02559,4.4,0.658,1.0,A,2025-07-24T00:00:00
C02560,11.8,0.58,0.776,B,2025-02-18T00:00:00
C02561,8.4,0.548,1.0,B,2025-04-07T00:00:00
C02562,6.1,0.659,0.834,B,2025-01-03T00:00:00
C02563,4.7,0.704,0.964,A,2026-05-05T00:00:00
C02564,4.5,0.831,0.719,B,2026-03-06T00:00:00
C02565,1.0,0.662,0.802,A,2025-07-21T00:00:00
C02566,0.0,0.507,0.933,A,2025-01-03T00:00:00
C02567,1.4,0.535,0.886,A,2025-06-17T00:00:00
C02568,3.9,0.335,0.83,B,2025-08-06T00:00:00
C02569,0.0,0.932,0.701,B,2025-03-26T00:00:00
C02570,2.4,0.492,0.726,A,2025-11-27T00:00:00
C02571,3.3,0.793,0.921,B,2026-05-14T00:00:00
C02572,3.4,0.655,0.952,B,2026-02-26T00:00:00
C02573,2.0,0.661,0.661,B,2026-03-05T00:00:00
C02574,3.0,0.577,0.638,A,2026-02-20T00:00:00
C02575,9.2,0.442,0.614,B,2025-02-04T00:00:00
C02576,6.0,0.406,0.874,B,2025-10-03T00:00:00
C02577,2.3,0.946,0.611,B,2025-10-10T00:00:00
C02578,3.8,0.623,0.873,A,2025-02-20T00:00:00
C02579,3.9,0.825,0.832,B,2025-03-15T00:00:00
C02580,1.7,0.877,0.668,A,2025-10-10T00:00:00
C02581,1.7,0.518,0.985,B,2025-12-24T00:00:00
C02582,7.0,0.685,0.531,A,2025-04-15T00:00:00
C02583,2.7,0.609,0.999,A,2025-08-31T00:00:00
C02584,0.7,0.369,0.798,A,2025-02-07T00:00:00
C02585,3.9,0.563,0.439,A,2025-02-25T00:00:00
C02586,4.4,0.718,0.989,A,2025-10-18T00:00:00
C02587,0.0,0.5,0.896,A,2025-10-06T00:00:00
C02588,3.9,0.535,0.686,A,2026-01-11T00:00:00
C02589,6.6,0.565,0.605,A,2026-04-01T00:00:00
C02590,5.4,1.0,0.515,B,2025-04-05T00:00:00
C02591,10.7,0.233,1.0,B,2025-06-20T00:00:00
C02592,7.8,0.7,0.611,B,2026-03-04T00:00:00
C02593,8.3,0.549,0.56,A,2025-01-26T00:00:00
C02594,12.4,0.472,0.79,A,2026-02-19T00:00:00
C02595,6.3,0.544,0.504,B,2026-04-18T00:00:00
C02596,4.5,0.733,0.603,A,2025-02-19T00:00:00
C02597,6.9,0.745,0.899,A,2025-03-12T00:00:00
C02598,2.3,0.637,0.82,B,2025-12-09T00:00:00
C02599,4.3,0.819,0.692,B,2025-08-26T00:00:00
C02600,2.1,0.854,0.753,A,2026-05-09T00:00:00
C02601,5.2,0.763,0.684,B,2025-09-30T00:00:00
C02602,2.0,0.491,0.741,A,2025-11-24T00:00:00
C02603,1.9,0.699,0.636,B,2025-04-29T00:00:00
C02604,5.2,0.7,0.663,A,2025-06-12T00:00:00
C02605,3.6,0.437,0.658,A,2025-03-30T00:00:00
C02606,0.0,0.286,0.641,B,2025-03-15T00:00:00
C02607,0.0,0.195,0.907,A,2025-02-26T00:00:00
C02608,0.6,0.614,0.866,B,2026-03-23T00:00:00
C02609,1.4,0.66,0.61,A,2025-02-04T00:00:00
C02610,5.2,0.364,0.571,B,2025-09-16T00:00:00
C02611,4.7,0.809,0.726,B,2025-09-12T00:00:00
C02612,7.2,0.63,1.0,A,2025-01-28T00:00:00
C02613,6.3,0.87,0.596,B,2026-02-26T00:00:00
C02614,7.2,0.674,0.726,A,2025-09-08T00:00:00
C02615,5.8,0.387,0.763,A,2025-03-05T00:00:00
C02616,4.6,0.692,0.734,A,2025-03-06T00:00:00
C02617,7.3,0.734,0.681,B,2025-12-17T00:00:00
C02618,6.8,0.49,0.923,B,2025-11-06T00:00:00
C02619,5.1,0.312,0.818,B,2025-07-26T00:00:00
C02620,7.8,0.62,0.877,B,2025-07-22T00:00:00
C02621,0.0,0.4,0.838,B,2025-01-18T00:00:00
C02622,3.1,0.824,0.884,A,2025-01-16T00:00:00
C02623,3.1,0.519,0.988,B,2025-09-25T00:00:00
C02624,7.5,0.945,0.95,B,2025-07-01T00:00:00
C02625,8.7,0.175,1.0,A,2025-05-07T00:00:00
C02626,0.0,0.627,0.933,B,2025-07-09T00:00:00
C02627,8.2,0.886,0.65,A,2025-10-30T00:00:00
C02628,0.5,0.422,0.877,A,2025-05-27T00:00:00
C02629,0.6,0.568,0.857,A,2025-06-24T00:00:00
C02630,3.3,0.519,1.0,A,2025-05-22T00:00:00
C02631,3.0,0.463,0.605,A,2025-11-30T00:00:00
C02632,0.0,0.649,0.834,B,2025-01-28T00:00:00
C02633,5.9,0.341,0.648,B,2026-04-05T00:00:00
C02634,6.0,0.578,0.827,A,2025-10-05T00:00:00
C02635,7.2,0.703,0.718,A,2025-05-03T00:00:00
C02636,2.7,0.557,0.822,A,2026-01-15T00:00:00
C02637,3.9,0.4,0.538,A,2026-04-15T00:00:00
C02638,3.9,0.806,0.869,B,2025-01-30T00:00:00
C02639,9.1,0.746,0.781,A,2025-04-13T00:00:00
C02640,0.0,0.392,0.773,B,2025-03-13T00:00:00
C02641,1.1,0.341,1.0,B,2025-02-05T00:00:00
C02642,4.0,0.41,0.693,B,2026-01-05T00:00:00
C02643,0.7,0.709,0.801,B,2025-04-07T00:00:00
C02644,3.2,0.655,0.765,A,2025-07-11T00:00:00
C02645,3.6,0.758,0.78,B,2026-02-12T00:00:00
C02646,2.0,0.535,1.0,B,2025-11-02T00:00:00
C02647,4.2,0.415,0.76,B,2025-12-05T00:00:00
C02648,5.9,0.784,0.665,B,2025-02-18T00:00:00
C02649,3.3,0.489,1.0,B,2026-05-01T00:00:00
C02650,2.6,0.637,0.704,B,2025-02-11T00:00:00
C02651,3.5,0.29,0.509,A,2025-12-21T00:00:00
C02652,4.0,0.486,0.639,B,2025-11-16T00:00:00
C02653,0.0,0.802,0.563,B,2025-07-26T00:00:00
C02654,5.4,0.457,0.48,A,2026-02-24T00:00:00
C02655,2.6,0.763,0.696,B,2026-03-23T00:00:00
C02656,7.8,0.134,0.739,A,2025-02-05T00:00:00
C02657,5.8,0.488,0.927,B,2026-04-25T00:00:00
C02658,7.5,0.566,0.844,A,2025-05-01T00:00:00
C02659,1.0,0.949,0.838,A,2026-01-31T00:00:00
C02660,2.9,0.366,0.616,B,2026-02-15T00:00:00
C02661,0.3,0.734,0.883,A,2025-10-06T00:00:00
C02662,1.9,0.811,0.959,A,2026-03-08T00:00:00
C02663,7.8,0.456,0.809,A,2026-02-17T00:00:00
C02664,8.5,0.525,0.813,A,2025-09-19T00:00:00
C02665,0.6,0.628,0.56,B,2025-03-31T00:00:00
C02666,2.6,0.304,0.908,B,2025-08-06T00:00:00
C02667,3.8,0.509,1.0,A,2026-03-27T00:00:00
C02668,5.8,0.855,0.798,B,2025-04-12T00:00:00
C02669,0.0,0.705,0.661,A,2026-05-15T00:00:00
C02670,0.0,0.569,0.726,B,2025-04-01T00:00:00
C02671,5.5,0.623,0.687,A,2025-11-29T00:00:00
C02672,0.0,0.716,0.696,A,2025-11-17T00:00:00
C02673,2.7,0.754,0.847,A,2025-04-08T00:00:00
C02674,4.5,0.489,0.792,B,2025-08-25T00:00:00
C02675,5.2,0.907,0.901,A,2025-03-14T00:00:00
C02676,3.6,0.863,0.806,A,2025-07-02T00:00:00
C02677,2.9,0.735,0.62,B,2026-04-25T00:00:00
C02678,6.5,0.431,0.675,B,2025-01-28T00:00:00
C02679,4.9,0.396,0.666,A,2026-03-12T00:00:00
C02680,2.1,0.535,0.722,B,2025-12-05T00:00:00
C02681,4.1,0.612,1.0,B,2026-01-10T00:00:00
C02682,5.1,0.246,1.0,A,2025-05-22T00:00:00
C02683,9.2,0.699,0.875,B,2026-04-20T00:00:00
C02684,6.4,0.857,0.768,A,2025-05-07T00:00:00
C02685,7.6,0.715,0.546,B,2025-09-09T00:00:00
C02686,2.2,0.465,0.783,A,2025-01-19T00:00:00
C02687,2.4,0.441,0.631,B,2026-03-20T00:00:00
C02688,3.3,0.66,0.995,A,2025-12-19T00:00:00
C02689,3.6,0.569,0.509,A,2025-03-23T00:00:00
C02690,1.0,0.689,0.808,B,2025-11-28T00:00:00
C02691,7.8,0.72,0.619,A,2025-04-02T00:00:00
C02692,6.7,0.818,0.749,B,2025-08-11T00:00:00
C02693,3.1,0.374,0.85,B,2025-09-14T00:00:00
C02694,5.9,0.644,0.903,B,2026-04-11T00:00:00
C02695,4.7,0.527,0.741,A,2025-06-16T00:00:00
C02696,6.2,0.58,0.864,B,2025-01-07T00:00:00
C02697,0.0,0.773,0.651,A,2025-08-05T00:00:00
C02698,3.6,0.795,0.787,A,2026-04-09T00:00:00
C02699,3.8,0.88,0.9,B,2026-02-04T00:00:00
